Local Time,NO,NO2,NOX,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,CO,O3,NH3
2025-05-13 16:00:00+05:30,22.7,40.7,0.0317,47.5,46.3,66.2,33.4,258.0,3.98,,,,
2025-05-13 17:00:00+05:30,25.3,39.1,0.0322,56.8,56.6,68.8,30.6,213.0,1.67,,,,
2025-05-13 18:00:00+05:30,25.6,34.5,0.0301,37.1,74.7,62.8,25.6,205.0,4.62,,,,
2025-05-13 19:00:00+05:30,21.5,33.2,0.0273,14.8,85.3,60.2,24.1,94.4,0.225,,,,
2025-05-13 20:00:00+05:30,22.5,35.1,0.0288,17.9,84.5,64.4,24.2,302.0,0.568,,,,
2025-05-13 21:00:00+05:30,26.7,37.9,0.0322,27.0,67.2,64.3,27.0,126.0,2.79,,,,
2025-05-13 22:00:00+05:30,24.9,41.8,0.0333,22.9,63.0,58.8,27.8,140.0,1.11,,,,
2025-05-13 23:00:00+05:30,23.0,41.6,0.0323,21.8,70.8,60.0,26.1,139.0,0.0,,,,
2025-05-14 00:00:00+05:30,23.8,40.3,0.032,26.0,72.6,63.0,25.5,139.0,0.0,,,,
2025-05-14 01:00:00+05:30,26.6,34.6,0.0306,36.2,69.2,60.1,26.2,181.0,1.7,,,,
2025-05-14 02:00:00+05:30,23.1,33.9,0.0285,26.5,68.4,57.6,26.6,227.0,1.68,,,,
2025-05-14 03:00:00+05:30,21.6,33.3,0.0274,24.9,72.7,59.6,25.5,201.0,0.908,,,,
2025-05-14 04:00:00+05:30,22.3,36.0,0.0291,41.0,75.4,62.8,24.5,288.0,0.86,,,,
2025-05-14 05:00:00+05:30,28.5,34.0,0.0313,48.7,79.7,58.5,23.2,328.0,0.0,,,,
2025-05-14 06:00:00+05:30,26.0,33.5,0.0298,37.3,81.8,57.0,23.0,328.0,0.0,,,,
2025-05-14 07:00:00+05:30,25.0,33.9,0.0295,44.0,77.7,58.4,24.7,328.0,0.0,,,,
2025-05-14 08:00:00+05:30,25.8,34.8,0.0303,52.9,64.3,61.0,28.7,332.0,0.0925,,,,
2025-05-14 09:00:00+05:30,27.2,32.7,0.03,47.8,60.2,58.6,31.7,216.0,0.173,,,,
2025-05-14 10:00:00+05:30,22.2,33.1,0.0276,31.7,54.7,57.3,34.0,229.0,0.638,,,,
2025-05-14 11:00:00+05:30,22.5,37.3,0.0298,32.4,51.3,59.9,36.4,215.0,0.775,,,,
2025-05-14 12:00:00+05:30,25.7,38.3,0.032,43.3,48.8,63.3,37.6,259.0,1.33,,,,
2025-05-14 13:00:00+05:30,25.0,35.2,0.0301,39.0,47.4,60.6,39.1,184.0,1.42,,,,
2025-05-14 14:00:00+05:30,22.8,36.6,0.0297,33.2,42.7,60.4,40.7,223.0,0.735,,,,
2025-05-14 15:00:00+05:30,25.9,40.6,0.0332,38.1,39.1,64.6,40.8,157.0,0.935,,,,
2025-05-14 16:00:00+05:30,28.1,40.5,0.0343,36.9,32.1,66.7,40.5,192.0,0.56,,,,
2025-05-14 17:00:00+05:30,25.5,39.7,0.0326,36.3,35.2,63.3,40.1,319.0,0.0,,,,
2025-05-14 18:00:00+05:30,22.7,39.6,0.0311,29.3,40.9,62.8,36.5,319.0,0.0,,,,
2025-05-14 19:00:00+05:30,24.2,42.7,0.0334,33.8,50.2,66.8,33.4,319.0,0.0,,,,
2025-05-14 20:00:00+05:30,29.0,43.4,0.0362,42.8,52.5,66.0,31.4,319.0,0.0,,,,
2025-05-14 21:00:00+05:30,27.7,46.2,0.0369,53.9,54.9,61.5,30.4,319.0,0.0,,,,
2025-05-14 22:00:00+05:30,26.1,48.6,0.0373,58.6,50.7,61.8,31.1,309.0,1.21,,,,
2025-05-14 23:00:00+05:30,25.9,46.3,0.0362,184.0,44.1,65.3,32.2,286.0,1.16,,,,
2025-05-15 00:00:00+05:30,26.7,39.4,0.0331,587.0,48.8,64.2,30.9,236.0,1.1,,,,
2025-05-15 01:00:00+05:30,23.9,33.9,0.0289,631.0,54.9,59.3,28.7,271.0,0.0,,,,
2025-05-15 02:00:00+05:30,22.4,35.2,0.0288,603.0,56.7,60.9,27.8,271.0,0.0,,,,
2025-05-15 03:00:00+05:30,24.4,36.5,0.0305,591.0,56.2,64.3,27.7,271.0,0.0,,,,
2025-05-15 04:00:00+05:30,25.5,34.0,0.0298,543.0,57.0,61.3,27.5,307.0,0.0,,,,
2025-05-15 05:00:00+05:30,24.6,32.2,0.0284,552.0,60.6,59.5,26.3,329.0,0.0,,,,
2025-05-15 06:00:00+05:30,24.0,34.1,0.029,464.0,60.6,61.4,26.3,330.0,0.0,,,,
2025-05-15 07:00:00+05:30,26.3,35.8,0.0311,452.0,61.0,63.7,27.4,330.0,0.0,,,,
2025-05-15 08:00:00+05:30,27.9,36.7,0.0323,455.0,54.8,60.0,30.1,278.0,0.328,,,,
2025-05-15 09:00:00+05:30,26.1,39.2,0.0326,427.0,50.3,59.0,32.2,270.0,0.51,,,,
2025-05-15 10:00:00+05:30,23.3,40.0,0.0316,353.0,46.1,61.2,35.2,260.0,0.603,,,,
2025-05-15 11:00:00+05:30,26.2,39.0,0.0326,227.0,42.6,63.8,37.1,256.0,0.92,,,,
2025-05-15 12:00:00+05:30,24.8,35.0,0.0299,138.0,38.1,61.3,38.8,242.0,1.09,,,,
2025-05-15 13:00:00+05:30,22.0,36.5,0.0292,89.1,36.4,61.8,40.5,205.0,0.685,,,,
2025-05-15 14:00:00+05:30,24.1,42.1,0.0331,66.4,35.8,66.8,40.9,262.0,0.868,,,,
2025-05-15 15:00:00+05:30,22.7,40.6,0.0317,83.0,36.6,67.7,41.9,266.0,0.118,,,,
2025-05-15 16:00:00+05:30,23.2,36.1,0.0297,88.6,36.6,63.6,41.8,203.0,0.22,,,,
2025-05-15 17:00:00+05:30,23.4,37.9,0.0306,58.5,36.4,63.5,40.7,18.2,0.0,,,,
2025-05-15 18:00:00+05:30,23.8,42.3,0.033,54.9,37.3,68.6,37.3,19.6,0.0,,,,
2025-05-15 19:00:00+05:30,25.2,41.9,0.0335,59.8,43.4,67.6,34.5,21.6,0.0,,,,
2025-05-15 20:00:00+05:30,24.1,42.8,0.0334,68.1,45.5,62.9,32.3,21.6,0.0,,,,
2025-05-15 21:00:00+05:30,23.6,43.9,0.0337,80.0,46.5,63.3,31.3,21.6,0.0,,,,
2025-05-15 22:00:00+05:30,26.3,45.7,0.036,90.0,48.5,67.2,30.7,21.6,0.0,,,,
2025-05-15 23:00:00+05:30,30.3,48.8,0.0395,96.8,51.4,63.5,30.2,21.6,0.0,,,,
2025-05-16 00:00:00+05:30,30.4,51.7,0.041,96.0,53.3,60.4,30.0,21.5,0.0,,,,
2025-05-16 01:00:00+05:30,29.5,49.9,0.0397,107.0,55.1,62.6,29.9,21.8,0.0,,,,
2025-05-16 02:00:00+05:30,33.9,47.5,0.0407,111.0,55.4,65.0,30.3,101.0,0.96,,,,
2025-05-16 03:00:00+05:30,35.5,45.1,0.0403,138.0,52.5,61.6,30.8,257.0,1.04,,,,
2025-05-16 04:00:00+05:30,27.5,42.4,0.035,132.0,54.0,59.6,30.3,110.0,1.53,,,,
2025-05-16 05:00:00+05:30,22.0,41.4,0.0317,92.9,52.6,62.2,30.2,147.0,1.34,,,,
2025-05-16 06:00:00+05:30,24.0,41.0,0.0326,71.3,53.7,64.0,29.7,137.0,0.238,,,,
2025-05-16 07:00:00+05:30,24.4,40.8,0.0326,60.6,53.9,59.5,30.4,185.0,0.0625,,,,
2025-05-16 08:00:00+05:30,24.4,46.1,0.0352,65.4,51.9,58.7,33.0,134.0,0.115,,,,
2025-05-16 09:00:00+05:30,23.2,49.5,0.0363,83.1,48.7,62.8,35.3,168.0,0.59,,,,
2025-05-16 10:00:00+05:30,23.1,47.1,0.0352,103.0,41.3,63.7,38.1,239.0,1.3,,,,
2025-05-16 11:00:00+05:30,23.3,37.9,0.0307,82.6,38.3,60.3,40.7,199.0,0.995,,,,
2025-05-16 12:00:00+05:30,22.4,37.8,0.03,75.3,35.3,61.4,42.1,264.0,1.22,,,,
2025-05-16 13:00:00+05:30,21.7,45.4,0.0335,72.3,32.8,66.5,42.7,251.0,2.11,,,,
2025-05-16 14:00:00+05:30,22.1,42.2,0.0322,73.7,33.9,67.7,42.4,223.0,3.44,,,,
2025-05-16 15:00:00+05:30,22.8,37.3,0.0301,80.6,42.1,63.7,39.7,168.0,5.8,,,,
2025-05-16 16:00:00+05:30,20.9,39.8,0.0303,98.9,46.7,65.4,37.9,174.0,5.82,,,,
2025-05-16 17:00:00+05:30,20.8,42.6,0.0317,122.0,54.7,70.0,33.7,226.0,5.79,,,,
2025-05-16 18:00:00+05:30,23.0,36.3,0.0297,99.4,49.6,67.4,33.4,204.0,4.17,,,,
2025-05-16 19:00:00+05:30,22.4,34.1,0.0282,27.6,47.3,61.2,32.2,147.0,0.55,,,,
2025-05-16 20:00:00+05:30,23.3,38.7,0.0309,28.5,51.4,62.8,30.9,158.0,0.138,,,,
2025-05-16 21:00:00+05:30,25.4,45.9,0.0356,43.9,59.7,66.6,29.3,140.0,0.015,,,,
2025-05-16 22:00:00+05:30,33.1,53.2,0.043,61.4,60.7,62.6,29.8,130.0,0.213,,,,
2025-05-16 23:00:00+05:30,29.9,58.4,0.0442,50.9,60.9,59.2,28.9,133.0,0.0,,,,
2025-05-17 00:00:00+05:30,28.3,55.8,0.0421,33.0,61.0,61.6,28.9,320.0,0.325,,,,
2025-05-17 01:00:00+05:30,38.3,50.8,0.0446,50.1,63.8,64.5,27.9,352.0,0.0,,,,
2025-05-17 02:00:00+05:30,37.6,46.1,0.0419,49.8,65.3,61.2,27.3,250.0,0.0925,,,,
2025-05-17 03:00:00+05:30,31.4,44.2,0.0379,34.1,61.2,58.6,28.1,102.0,0.0,,,,
2025-05-17 04:00:00+05:30,28.5,44.2,0.0363,31.1,61.5,61.6,27.6,102.0,0.0,,,,
2025-05-17 05:00:00+05:30,28.8,41.9,0.0354,33.4,53.0,63.3,30.2,140.0,0.763,,,,
2025-05-17 06:00:00+05:30,24.9,35.2,0.0301,28.7,54.7,59.5,29.9,119.0,1.36,,,,
2025-05-17 07:00:00+05:30,23.6,36.1,0.0299,29.3,75.5,59.1,26.1,76.8,0.0867,,,,
2025-05-17 08:00:00+05:30,25.9,38.3,0.0321,49.1,69.4,61.9,29.4,73.9,0.49,,,,
2025-05-17 09:00:00+05:30,28.8,39.1,0.0339,51.9,54.4,62.5,34.1,77.3,0.593,,,,
2025-05-17 10:00:00+05:30,24.3,36.9,0.0306,57.8,44.0,59.5,37.3,175.0,0.713,,,,
2025-05-17 11:00:00+05:30,22.3,37.0,0.0296,41.9,41.2,60.6,38.8,245.0,0.868,,,,
2025-05-17 12:00:00+05:30,23.0,41.9,0.0324,42.9,40.6,65.0,40.0,208.0,1.47,,,,
2025-05-17 13:00:00+05:30,24.6,40.1,0.0324,45.7,38.1,65.6,41.2,196.0,1.74,,,,
2025-05-17 14:00:00+05:30,23.3,37.1,0.0302,44.6,37.0,61.9,42.3,214.0,0.868,,,,
2025-05-17 15:00:00+05:30,26.6,35.0,0.0292,27.9,64.7,64.0,33.3,111.0,1.33,,,,
2025-05-17 16:00:00+05:30,26.1,41.1,0.0328,9.11,80.9,69.3,29.6,160.0,1.11,,,,
2025-05-17 17:00:00+05:30,23.8,46.6,0.0349,31.4,67.0,72.1,33.3,162.0,0.46,,,,
2025-05-17 18:00:00+05:30,23.9,51.1,0.0375,10.8,63.9,75.2,33.2,181.0,0.395,,,,
2025-05-17 19:00:00+05:30,22.8,47.1,0.0349,47.6,62.2,69.5,32.5,204.0,1.43,,,,
2025-05-17 20:00:00+05:30,23.5,47.5,0.0355,42.0,56.6,62.5,32.0,123.0,2.83,,,,
2025-05-17 21:00:00+05:30,21.6,45.6,0.0336,30.0,55.5,63.3,31.8,124.0,2.52,,,,
2025-05-17 22:00:00+05:30,22.1,44.4,0.0332,36.0,57.7,67.6,31.1,114.0,1.44,,,,
2025-05-17 23:00:00+05:30,23.5,43.1,0.0333,35.8,59.3,63.6,30.2,106.0,0.198,,,,
2025-05-18 00:00:00+05:30,22.4,43.4,0.0329,29.2,63.7,60.0,28.7,106.0,0.0,,,,
2025-05-18 01:00:00+05:30,22.7,43.3,0.033,27.1,67.8,63.3,28.0,106.0,0.0,,,,
2025-05-18 02:00:00+05:30,22.9,42.6,0.0328,34.0,67.0,65.5,28.1,106.0,0.0,,,,
2025-05-18 03:00:00+05:30,23.6,39.8,0.0317,28.0,64.9,61.8,28.3,106.0,0.04,,,,
2025-05-18 04:00:00+05:30,21.9,38.0,0.03,25.4,65.0,59.6,27.9,106.0,0.0,,,,
2025-05-18 05:00:00+05:30,21.5,37.7,0.0296,21.8,65.5,62.7,27.7,165.0,0.418,,,,
2025-05-18 06:00:00+05:30,23.4,38.1,0.0308,37.6,71.0,64.5,27.1,0.0,0.108,,,,
2025-05-18 07:00:00+05:30,23.4,37.0,0.0302,48.0,70.9,61.0,28.3,166.0,0.91,,,,
2025-05-18 08:00:00+05:30,23.5,40.0,0.0317,59.6,66.6,60.0,30.6,144.0,0.358,,,,
2025-05-18 09:00:00+05:30,21.2,46.5,0.0338,59.5,58.3,62.7,34.5,71.8,0.21,,,,
2025-05-18 10:00:00+05:30,22.3,44.8,0.0336,50.6,48.8,64.2,37.4,114.0,0.695,,,,
2025-05-18 11:00:00+05:30,23.2,37.9,0.0306,49.0,44.1,61.6,38.4,256.0,1.65,,,,
2025-05-18 12:00:00+05:30,21.9,37.7,0.0298,41.6,40.7,62.8,40.3,241.0,1.79,,,,
2025-05-18 13:00:00+05:30,20.6,43.1,0.0318,46.4,37.8,65.0,41.4,271.0,2.89,,,,
2025-05-18 14:00:00+05:30,23.2,40.8,0.0321,53.4,38.8,64.9,41.3,244.0,3.17,,,,
2025-05-18 15:00:00+05:30,22.5,38.0,0.0303,58.3,39.2,61.9,41.4,159.0,2.69,,,,
2025-05-18 16:00:00+05:30,21.7,39.9,0.0308,61.2,42.5,63.3,40.2,191.0,3.4,,,,
2025-05-18 17:00:00+05:30,22.1,43.9,0.033,69.7,44.6,68.7,39.1,192.0,3.12,,,,
2025-05-18 18:00:00+05:30,22.9,39.3,0.0312,74.8,46.9,66.2,37.7,184.0,2.18,,,,
2025-05-18 19:00:00+05:30,23.4,36.0,0.0297,57.4,51.1,62.7,36.1,153.0,0.368,,,,
2025-05-18 20:00:00+05:30,21.6,39.0,0.0302,56.7,53.0,64.4,35.4,230.0,0.973,,,,
2025-05-18 21:00:00+05:30,22.6,42.1,0.0324,79.5,58.4,67.9,34.6,213.0,0.85,,,,
2025-05-18 22:00:00+05:30,23.5,40.8,0.0321,88.6,63.9,63.8,33.8,198.0,0.79,,,,
2025-05-18 23:00:00+05:30,22.9,43.7,0.0333,77.2,65.8,60.5,33.2,176.0,1.45,,,,
2025-05-19 00:00:00+05:30,20.9,46.1,0.0335,65.0,66.0,63.4,32.9,155.0,2.11,,,,
2025-05-19 01:00:00+05:30,23.9,41.6,0.0328,63.2,71.3,65.4,31.5,145.0,0.78,,,,
2025-05-19 02:00:00+05:30,23.6,38.0,0.0308,60.8,72.7,61.3,31.2,129.0,1.8,,,,
2025-05-19 03:00:00+05:30,22.9,35.6,0.0292,55.6,73.1,59.7,30.8,144.0,1.75,,,,
2025-05-19 04:00:00+05:30,22.2,36.5,0.0293,52.7,74.2,62.8,30.3,167.0,2.3,,,,
2025-05-19 05:00:00+05:30,21.3,37.0,0.0292,58.4,74.7,64.2,29.8,177.0,2.2,,,,
2025-05-19 06:00:00+05:30,23.8,32.3,0.0281,57.7,75.15,60.1,29.35,172.0,2.095,,,,
2025-05-19 07:00:00+05:30,22.7,32.5,0.0276,41.6,74.7,59.2,29.5,146.0,2.53,,,,
2025-05-19 08:00:00+05:30,21.3,36.3,0.0288,42.6,74.0,62.6,30.1,146.0,2.79,,,,
2025-05-19 09:00:00+05:30,21.7,34.3,0.028,52.5,71.6,62.5,31.4,164.0,2.59,,,,
2025-05-19 10:00:00+05:30,23.1,33.5,0.0283,47.5,66.3,59.2,34.0,162.0,1.32,,,,
2025-05-19 11:00:00+05:30,25.2,59.9,0.053,54.2,59.8,60.1,36.8,108.0,1.17,,,,
2025-05-19 12:00:00+05:30,29.4,83.1,0.0623,60.9,54.7,63.6,38.4,128.0,1.1,,,,
2025-05-19 13:00:00+05:30,30.6,73.8,0.0588,71.9,49.8,64.2,39.8,155.0,1.71,,,,
2025-05-19 14:00:00+05:30,29.4,71.4,0.0567,65.6,47.6,62.0,40.6,186.0,1.4,,,,
2025-05-19 15:00:00+05:30,23.3,58.9,0.046,68.4,47.5,64.9,41.1,142.0,1.74,,,,
2025-05-19 16:00:00+05:30,15.1,34.0,0.0278,118.0,51.9,65.2,39.2,122.0,3.12,,,,
2025-05-19 17:00:00+05:30,15.0,31.2,0.0264,77.0,54.4,62.9,37.9,200.0,3.16,,,,
2025-05-19 18:00:00+05:30,14.4,30.4,0.0255,55.7,55.5,61.4,37.0,125.0,3.07,,,,
2025-05-19 19:00:00+05:30,14.7,33.1,0.0271,58.5,57.8,64.2,36.1,205.0,1.74,,,,
2025-05-19 20:00:00+05:30,14.5,35.0,0.0279,70.2,63.0,68.6,34.7,303.0,0.17,,,,
2025-05-19 21:00:00+05:30,15.8,37.2,0.0299,80.3,65.0,64.2,33.9,273.0,0.0,,,,
2025-05-19 22:00:00+05:30,15.7,38.7,0.0306,73.5,67.3,62.4,33.1,229.0,0.0275,,,,
2025-05-19 23:00:00+05:30,14.9,40.6,0.0309,86.3,67.4,65.3,33.2,155.0,0.255,,,,
2025-05-20 00:00:00+05:30,14.5,42.3,0.0315,98.0,66.8,67.3,33.3,140.0,0.6,,,,
2025-05-20 01:00:00+05:30,15.8,38.8,0.0307,64.9,68.1,61.7,32.7,206.0,0.025,,,,
2025-05-20 02:00:00+05:30,14.9,38.5,0.0299,56.1,69.1,61.9,32.4,153.0,0.185,,,,
2025-05-20 03:00:00+05:30,14.7,40.2,0.0305,58.4,70.2,65.2,32.1,151.0,1.63,,,,
2025-05-20 04:00:00+05:30,14.9,37.1,0.0293,71.0,72.0,66.5,31.2,150.0,2.28,,,,
2025-05-20 05:00:00+05:30,15.5,32.8,0.0276,63.9,73.2,61.8,30.6,135.0,2.44,,,,
2025-05-20 06:00:00+05:30,14.4,32.9,0.0267,51.0,75.0,61.1,29.8,163.0,2.82,,,,
2025-05-20 07:00:00+05:30,14.0,35.5,0.0277,58.2,75.5,65.8,29.3,150.0,2.49,,,,
2025-05-20 08:00:00+05:30,15.0,33.6,0.0275,50.0,73.7,64.8,30.0,166.0,2.94,,,,
2025-05-20 09:00:00+05:30,15.7,32.5,0.0275,47.9,70.9,60.6,31.6,142.0,2.43,,,,
2025-05-20 10:00:00+05:30,14.5,34.2,0.0274,46.4,66.5,61.6,33.7,149.0,1.92,,,,
2025-05-20 11:00:00+05:30,14.8,37.7,0.0294,63.0,61.3,66.3,36.0,155.0,1.75,,,,
2025-05-20 12:00:00+05:30,15.6,36.6,0.0295,69.8,55.7,64.7,38.3,157.0,1.45,,,,
2025-05-20 13:00:00+05:30,15.2,35.3,0.0285,79.9,50.4,61.5,40.6,136.0,1.04,,,,
2025-05-20 14:00:00+05:30,13.8,38.4,0.029,98.7,46.5,64.4,41.8,139.0,1.75,,,,
2025-05-20 15:00:00+05:30,14.4,41.0,0.0308,79.7,37.9,71.1,42.3,257.0,2.92,,,,
2025-05-20 16:00:00+05:30,15.3,35.9,0.0289,88.4,45.6,68.5,41.0,226.0,3.18,,,,
2025-05-20 17:00:00+05:30,14.0,33.5,0.0267,66.9,53.0,64.8,38.9,161.0,2.79,,,,
2025-05-20 18:00:00+05:30,14.1,36.9,0.0285,66.2,54.6,69.3,38.0,186.0,2.09,,,,
2025-05-20 19:00:00+05:30,14.9,38.5,0.0299,78.0,58.4,72.9,36.8,126.0,1.04,,,,
2025-05-20 20:00:00+05:30,14.9,35.3,0.0283,77.6,61.0,67.9,35.8,314.0,0.45,,,,
2025-05-20 22:00:00+05:30,13.9,38.5,0.029,83.4,64.5,70.2,34.4,151.0,0.53,,,,
2025-05-20 23:00:00+05:30,15.3,41.2,0.0315,94.2,65.3,70.2,34.2,147.0,1.04,,,,
2025-05-21 00:00:00+05:30,15.6,40.2,0.0312,92.0,65.4,64.7,34.0,138.0,0.963,,,,
2025-05-21 01:00:00+05:30,14.2,37.7,0.029,57.1,64.3,64.7,33.7,115.0,0.36,,,,
2025-05-21 02:00:00+05:30,14.0,38.3,0.0291,53.4,65.6,67.4,33.2,178.0,0.118,,,,
2025-05-21 03:00:00+05:30,15.4,38.0,0.03,60.2,68.5,68.2,32.5,150.0,0.333,,,,
2025-05-21 04:00:00+05:30,15.4,36.9,0.0295,62.8,69.6,62.7,32.1,166.0,0.51,,,,
2025-05-21 05:00:00+05:30,14.8,37.1,0.0291,49.5,69.5,63.2,32.1,179.0,0.355,,,,
2025-05-21 06:00:00+05:30,14.3,38.9,0.0296,59.3,71.6,67.4,31.7,173.0,1.87,,,,
2025-05-21 07:00:00+05:30,15.4,35.5,0.0289,70.0,72.8,65.6,31.4,152.0,0.913,,,,
2025-05-21 08:00:00+05:30,15.3,34.3,0.0281,58.4,70.8,61.6,32.2,143.0,1.59,,,,
2025-05-21 09:00:00+05:30,14.5,36.0,0.0283,51.7,68.3,62.4,33.4,175.0,2.62,,,,
2025-05-21 10:00:00+05:30,14.3,39.5,0.0299,59.4,65.8,67.0,34.8,162.0,2.45,,,,
2025-05-21 12:00:00+05:30,14.9,33.6,0.0274,54.7,55.9,61.4,38.5,151.0,2.4,,,,
2025-05-21 13:00:00+05:30,14.1,38.5,0.0292,55.7,53.6,65.1,39.6,154.0,2.02,,,,
2025-05-21 14:00:00+05:30,14.6,41.8,0.0312,66.4,50.9,69.4,40.5,129.0,1.83,,,,
2025-05-21 15:00:00+05:30,14.7,36.6,0.0299,64.4,48.5,66.1,41.3,137.0,1.27,,,,
2025-05-21 16:00:00+05:30,13.6,34.2,0.0292,56.0,47.5,63.0,41.4,99.1,1.34,,,,
2025-05-21 17:00:00+05:30,13.0,38.2,0.0308,64.5,50.5,70.4,39.5,142.0,2.19,,,,
2025-05-21 18:00:00+05:30,13.0,38.5,0.0311,72.5,52.6,72.0,38.6,265.0,1.89,,,,
2025-05-21 19:00:00+05:30,14.4,32.7,0.0291,73.6,60.8,67.1,36.9,158.0,4.21,,,,
2025-05-21 20:00:00+05:30,13.3,30.5,0.0248,74.0,60.9,62.8,33.9,230.0,10.1,,,,
2025-05-21 22:00:00+05:30,12.8,32.2,0.0275,7.25,73.9,70.2,25.0,132.0,4.11,,,,
2025-05-21 23:00:00+05:30,13.8,33.9,0.0292,17.9,69.1,69.9,25.9,139.0,3.0,,,,
2025-05-22 00:00:00+05:30,20.1,34.4,0.0333,22.0,66.0,64.2,26.5,131.0,1.81,,,,
2025-05-22 01:00:00+05:30,12.6,34.4,0.0285,6.61,64.8,65.6,26.7,125.0,1.05,,,,
2025-05-22 02:00:00+05:30,12.7,34.2,0.0285,16.3,65.8,67.5,26.4,124.0,1.42,,,,
2025-05-22 03:00:00+05:30,14.6,30.8,0.0283,20.4,67.9,63.1,25.9,75.6,0.895,,,,
2025-05-22 04:00:00+05:30,14.3,31.3,0.0283,7.12,72.1,60.1,25.2,103.0,0.945,,,,
2025-05-22 05:00:00+05:30,12.8,30.6,0.0267,14.3,73.2,62.6,25.1,147.0,0.718,,,,
2025-05-22 06:00:00+05:30,13.2,30.7,0.0271,26.0,74.7,65.0,24.9,130.0,0.84,,,,
2025-05-22 07:00:00+05:30,14.2,29.4,0.0272,21.5,72.3,61.0,25.9,126.0,0.558,,,,
2025-05-22 08:00:00+05:30,13.8,29.8,0.0271,15.7,66.6,59.9,27.8,138.0,1.56,,,,
2025-05-22 09:00:00+05:30,12.8,32.0,0.0274,21.8,63.1,62.2,29.3,145.0,2.89,,,,
2025-05-22 10:00:00+05:30,13.4,32.1,0.028,29.1,59.9,64.3,30.8,131.0,4.05,,,,
2025-05-22 11:00:00+05:30,13.9,29.3,0.0269,19.4,59.4,61.3,31.7,173.0,4.7,,,,
2025-05-22 12:00:00+05:30,13.2,30.2,0.0268,14.3,58.8,61.2,32.6,150.0,3.8,,,,
2025-05-22 13:00:00+05:30,12.7,34.9,0.0288,19.3,58.0,65.4,33.2,156.0,4.63,,,,
2025-05-22 14:00:00+05:30,14.2,33.3,0.0293,29.4,56.3,65.8,33.7,185.0,3.86,,,,
2025-05-22 15:00:00+05:30,15.1,28.9,0.0277,32.0,54.8,62.4,34.1,135.0,3.08,,,,
2025-05-22 16:00:00+05:30,24.3,24.4,0.0327,19.7,55.9,62.4,34.2,169.0,3.63,,,,
2025-05-22 17:00:00+05:30,24.4,27.5,0.0345,30.4,61.2,67.1,33.2,152.0,2.84,,,,
2025-05-22 18:00:00+05:30,24.6,26.1,0.0338,32.0,65.0,64.0,32.3,170.0,2.97,,,,
2025-05-22 19:00:00+05:30,24.5,26.6,0.034,23.9,68.6,61.3,31.4,177.0,2.77,,,,
2025-05-22 20:00:00+05:30,24.3,28.0,0.0347,23.0,70.2,62.4,30.7,184.0,3.08,,,,
2025-05-22 21:00:00+05:30,24.2,30.7,0.0361,37.3,71.3,68.1,30.0,170.0,2.13,,,,
2025-05-22 22:00:00+05:30,25.8,28.7,0.0363,43.6,71.5,64.0,29.7,142.0,1.44,,,,
2025-05-22 23:00:00+05:30,25.4,27.7,0.0354,29.5,71.0,60.7,29.6,123.0,1.89,,,,
2025-05-23 00:00:00+05:30,23.9,27.6,0.0341,25.6,71.1,62.0,29.4,138.0,1.72,,,,
2025-05-23 01:00:00+05:30,24.0,28.1,0.0345,37.2,72.2,64.7,28.8,115.0,0.43,,,,
2025-05-23 02:00:00+05:30,24.8,26.6,0.0344,36.7,71.0,62.2,28.9,132.0,1.62,,,,
2025-05-23 03:00:00+05:30,24.6,25.4,0.0335,22.2,71.7,59.9,28.7,150.0,1.54,,,,
2025-05-23 04:00:00+05:30,24.1,26.2,0.0335,26.5,73.2,62.6,28.4,138.0,2.78,,,,
2025-05-23 05:00:00+05:30,24.5,25.9,0.0337,33.3,74.5,64.2,28.0,156.0,2.8,,,,
2025-05-23 06:00:00+05:30,24.6,23.7,0.0326,28.8,75.2,61.5,27.9,176.0,2.65,,,,
2025-05-23 07:00:00+05:30,24.6,25.2,0.0334,23.8,76.2,60.2,28.2,182.0,2.75,,,,
2025-05-23 08:00:00+05:30,23.8,27.7,0.0341,29.2,75.0,63.4,29.2,180.0,3.21,,,,
2025-05-23 09:00:00+05:30,25.0,26.8,0.0346,34.6,72.0,64.5,30.4,175.0,4.36,,,,
2025-05-23 10:00:00+05:30,24.7,23.4,0.0326,31.4,67.5,60.8,32.3,147.0,3.24,,,,
2025-05-23 11:00:00+05:30,24.4,24.8,0.033,19.9,62.2,60.8,34.0,150.0,3.51,,,,
2025-05-23 12:00:00+05:30,23.3,27.7,0.0337,22.6,58.8,64.0,35.0,166.0,4.18,,,,
2025-05-23 13:00:00+05:30,25.2,26.6,0.0347,34.8,56.3,65.3,36.2,145.0,3.26,,,,
2025-05-23 14:00:00+05:30,25.0,26.1,0.0342,33.9,56.0,63.0,36.6,138.0,3.57,,,,
2025-05-23 15:00:00+05:30,24.2,27.0,0.034,24.5,54.2,63.6,37.5,132.0,2.51,,,,
2025-05-23 16:00:00+05:30,24.1,30.7,0.0359,31.0,54.2,67.7,37.1,127.0,2.24,,,,
2025-05-23 17:00:00+05:30,25.0,29.0,0.0358,32.1,57.7,66.1,35.6,123.0,1.76,,,,
2025-05-23 18:00:00+05:30,25.4,27.5,0.0353,26.3,59.4,63.4,34.6,164.0,2.01,,,,
