Local Time,CO,NO,NO2,NOX,O3,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NH3
2025-02-20 16:00:00+05:30,3.71,59.2,11.5,0.0265,67.5,57.0,14.5,52.0,7.88,27.8,170.0,3.2,
2025-02-20 17:00:00+05:30,3.76,14.4,25.4,0.0246,60.8,53.5,12.0,55.8,7.8,26.8,179.0,2.38,
2025-02-20 18:00:00+05:30,3.84,64.2,26.5,0.0134,48.3,53.0,12.0,59.8,8.35,25.4,197.0,1.28,
2025-02-20 19:00:00+05:30,3.75,32.4,168.0,0.0459,47.3,45.0,14.0,63.5,7.5,24.4,188.0,2.3,
2025-02-20 20:00:00+05:30,4.06,35.9,12.5,0.0197,40.4,49.0,21.5,63.8,6.38,24.0,148.0,2.38,
2025-02-20 21:00:00+05:30,3.58,92.7,25.3,0.0246,47.9,59.5,26.5,62.5,5.85,23.8,183.0,1.98,
2025-02-20 22:00:00+05:30,3.22,71.3,15.3,0.0329,34.8,60.5,26.0,64.3,5.08,23.6,134.0,1.58,
2025-02-20 23:00:00+05:30,2.66,21.0,105.0,0.0462,34.8,65.0,27.5,65.0,6.25,23.3,105.0,1.35,
2025-02-21 00:00:00+05:30,1.81,35.7,22.2,0.0346,31.4,70.0,28.7,65.3,6.4,23.0,111.0,1.03,
2025-02-21 01:00:00+05:30,1.45,15.0,23.1,0.0179,20.6,64.0,29.0,66.5,3.35,22.6,111.0,0.8,
2025-02-21 02:00:00+05:30,0.948,47.1,44.5,0.0256,22.7,64.0,27.5,68.0,3.78,22.0,112.0,0.55,
2025-02-21 03:00:00+05:30,1.03,66.1,51.7,0.0397,15.2,71.5,29.5,71.0,2.93,21.7,106.0,2.1,
2025-02-21 04:00:00+05:30,0.508,17.1,1.0,,26.5,61.5,27.5,70.0,5.23,21.7,94.0,1.95,
2025-02-21 05:00:00+05:30,1.47,85.0,41.5,0.0619,13.8,58.0,24.0,75.0,3.98,20.7,92.8,0.725,
2025-02-21 06:00:00+05:30,2.81,39.1,37.4,0.0285,11.3,88.0,28.5,80.5,2.83,19.8,93.0,0.45,
2025-02-21 07:00:00+05:30,4.28,78.2,50.6,0.0568,13.0,131.0,33.0,83.0,3.75,19.6,93.5,0.3,
2025-02-21 08:00:00+05:30,4.62,68.5,45.2,0.0726,13.7,238.0,53.5,84.5,7.08,19.9,93.0,0.35,
2025-02-21 09:00:00+05:30,4.36,12.3,111.0,0.0505,13.1,251.0,61.0,68.5,6.83,22.9,92.5,0.675,
2025-02-21 10:00:00+05:30,4.55,24.2,8.95,0.022,19.9,163.0,47.5,56.5,10.7,25.9,148.0,1.03,
2025-02-21 11:00:00+05:30,4.29,66.7,53.0,0.0363,37.2,124.0,42.3,51.3,14.3,27.3,220.0,1.57,
2025-02-21 12:00:00+05:30,4.43,43.4,17.4,0.033,66.1,79.0,31.0,49.3,16.8,28.3,208.0,1.97,
2025-02-21 13:00:00+05:30,4.57,66.0,27.3,0.0407,89.0,71.5,27.5,48.3,16.3,28.8,231.0,2.15,
2025-02-21 14:00:00+05:30,4.88,23.1,35.3,0.015,117.0,72.0,29.0,48.8,16.0,28.2,204.0,2.38,
2025-02-21 15:00:00+05:30,3.3,40.6,47.1,0.0231,118.0,90.5,40.0,55.3,13.4,27.2,240.0,3.18,
2025-02-21 16:00:00+05:30,1.74,47.0,59.9,0.0469,106.0,97.0,43.5,56.3,11.7,26.7,216.0,3.33,
2025-02-21 17:00:00+05:30,1.48,59.8,6.7,0.0288,91.7,82.0,36.0,59.0,11.5,26.1,219.0,3.13,
2025-02-21 18:00:00+05:30,1.43,55.8,53.2,0.0435,69.0,68.5,30.5,63.0,9.8,25.0,242.0,2.2,
2025-02-21 19:00:00+05:30,1.4,18.1,27.3,,49.3,63.7,27.7,68.0,8.4,24.0,204.0,1.87,
2025-02-21 20:00:00+05:30,1.55,18.1,37.8,0.0169,28.6,72.5,32.5,71.3,6.28,23.6,259.0,1.48,
2025-02-21 21:00:00+05:30,1.59,32.8,150.0,0.0518,18.7,84.0,38.0,74.5,5.08,23.1,226.0,1.5,
2025-02-21 22:00:00+05:30,1.6,45.0,30.5,0.0557,12.8,87.0,39.0,77.5,5.15,22.7,240.0,1.55,
2025-02-21 23:00:00+05:30,1.69,37.9,17.8,0.0113,13.5,82.7,38.0,77.7,3.7,22.4,257.0,1.63,
2025-02-22 00:00:00+05:30,1.62,28.1,22.8,0.0259,18.3,72.7,33.7,80.0,3.95,22.1,254.0,1.97,
2025-02-22 01:00:00+05:30,0.11,15.1,,0.0111,20.6,61.0,28.0,81.5,3.35,21.3,229.0,2.05,
2025-02-22 02:00:00+05:30,0.105,33.6,39.6,0.0248,18.6,58.5,28.0,83.3,3.28,21.1,248.0,2.08,
2025-02-22 03:00:00+05:30,0.06,68.1,16.3,0.0138,18.0,55.0,28.0,84.0,2.73,20.8,258.0,1.98,
2025-02-22 04:00:00+05:30,,50.4,32.1,0.0295,17.6,53.0,26.5,85.8,2.13,20.3,236.0,1.95,
2025-02-22 05:00:00+05:30,0.08,,24.6,0.00775,17.8,51.5,25.5,87.0,2.03,19.9,256.0,1.55,
2025-02-22 06:00:00+05:30,0.0567,47.7,7.2,0.0363,16.5,51.5,25.0,87.3,3.0,19.7,225.0,1.8,
2025-02-22 07:00:00+05:30,0.065,28.2,25.4,0.0212,18.1,49.5,22.5,85.8,2.68,19.7,250.0,2.05,
2025-02-22 08:00:00+05:30,0.348,70.9,,0.0315,18.8,51.5,23.5,85.0,3.95,19.8,246.0,1.88,
2025-02-22 09:00:00+05:30,0.29,28.2,18.7,0.0313,25.2,55.0,25.5,77.5,5.15,21.3,233.0,2.45,
2025-02-22 10:00:00+05:30,0.595,65.5,2.1,0.0298,33.0,55.0,25.0,68.5,5.78,23.4,233.0,2.45,
2025-02-22 11:00:00+05:30,0.518,55.2,38.5,0.0267,55.2,60.0,25.0,60.8,7.68,24.8,236.0,3.43,
2025-02-22 12:00:00+05:30,0.398,44.9,25.3,0.0444,74.7,61.0,23.0,54.3,9.88,25.7,229.0,3.58,
2025-02-22 13:00:00+05:30,,66.6,,0.0386,49.1,63.5,23.0,51.5,9.4,26.5,221.0,3.48,
2025-02-22 14:00:00+05:30,0.665,25.8,9.7,0.0262,87.9,60.0,22.0,49.0,9.4,27.0,216.0,3.75,
2025-02-22 15:00:00+05:30,0.598,37.1,100.0,0.0379,168.0,48.0,17.5,47.8,11.3,27.1,236.0,3.88,
2025-02-22 16:00:00+05:30,0.6,195.0,100.0,0.0659,,40.0,13.0,46.3,8.8,26.9,202.0,3.25,
2025-02-22 17:00:00+05:30,0.67,15.3,59.3,0.0442,62.2,34.5,10.5,48.3,8.43,26.1,219.0,3.13,
2025-02-22 18:00:00+05:30,0.735,25.6,48.6,0.0351,58.7,35.0,11.0,54.3,11.1,24.9,235.0,2.25,
2025-02-22 19:00:00+05:30,1.05,40.0,65.1,0.0249,31.1,60.5,16.0,60.5,11.4,23.7,227.0,1.4,
2025-02-22 20:00:00+05:30,1.36,16.7,59.5,0.0222,16.0,89.5,25.0,65.3,10.4,22.9,229.0,0.75,
2025-02-22 21:00:00+05:30,1.36,5.6,98.4,0.0363,10.7,83.5,27.0,68.0,10.8,22.4,251.0,0.775,
2025-02-22 22:00:00+05:30,1.24,26.4,61.6,0.0383,13.6,66.5,23.5,68.8,11.2,22.2,250.0,1.1,
