Local Time,NO,NO2,NOX,PM25,RELATIVEHUMIDITY,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM10,SO2,CO,O3,NH3
2025-02-19 02:00:00+05:30,25.9,5.65,0.0241,66.0,74.0,14.0,289.0,0.3,,,,,
2025-02-19 03:00:00+05:30,25.8,2.1,0.0218,61.0,76.0,13.6,289.0,0.3,,,,,
2025-02-19 04:00:00+05:30,28.2,5.78,0.026,72.0,78.8,13.0,289.0,0.3,,,,,
2025-02-19 05:00:00+05:30,29.3,4.08,0.026,147.0,79.8,13.0,289.0,0.3,,,,,
2025-02-19 06:00:00+05:30,28.8,5.9,0.0266,172.0,80.3,12.9,289.0,0.3,,,,,
2025-02-19 07:00:00+05:30,27.2,5.35,0.025,160.0,80.0,12.8,289.0,0.3,,,,,
2025-02-19 08:00:00+05:30,27.7,5.2,0.0253,133.0,78.8,13.3,289.0,0.3,,,,,
2025-02-19 09:00:00+05:30,29.4,5.58,0.0269,129.0,68.0,15.3,289.0,0.35,,,,,
2025-02-19 10:00:00+05:30,30.3,5.2,0.0274,119.0,53.3,18.4,290.0,0.75,,,,,
2025-02-19 11:00:00+05:30,28.4,6.63,0.0266,99.0,48.5,20.1,290.0,0.875,,,,,
2025-02-19 12:00:00+05:30,23.1,8.73,0.0234,86.0,43.5,21.8,290.0,1.4,,,,,
2025-02-19 13:00:00+05:30,18.2,11.0,0.0205,64.0,40.3,22.5,290.0,1.53,,,,,
2025-02-19 14:00:00+05:30,16.8,9.95,0.019,45.0,38.5,22.5,290.0,1.35,,,,,
2025-02-19 15:00:00+05:30,15.6,9.05,0.0174,35.0,38.8,23.1,290.0,1.4,,,,,
2025-02-19 16:00:00+05:30,14.9,8.08,0.0163,45.0,42.5,21.7,290.0,1.13,,,,,
2025-02-19 17:00:00+05:30,14.7,9.68,0.0171,61.0,44.8,20.6,290.0,0.5,,,,,
2025-02-19 18:00:00+05:30,18.4,8.28,0.0194,58.0,48.0,19.4,289.0,0.3,,,,,
2025-02-19 19:00:00+05:30,19.7,7.73,0.0201,53.0,51.0,18.2,289.0,0.3,,,,,
2025-02-19 20:00:00+05:30,20.5,9.05,0.0213,68.0,51.8,18.3,289.0,0.45,,,,,
2025-02-19 21:00:00+05:30,22.1,9.15,0.0228,103.0,53.3,18.0,289.0,0.425,,,,,
2025-02-19 22:00:00+05:30,30.9,6.63,0.0287,173.0,54.8,17.7,289.0,1.15,,,,,
2025-02-19 23:00:00+05:30,29.8,7.63,0.0282,123.0,58.0,16.9,290.0,0.3,,,,,
2025-02-20 00:00:00+05:30,29.8,6.33,0.0275,91.0,58.7,16.8,289.0,0.367,,,,,
2025-02-20 01:00:00+05:30,33.5,6.0,0.0305,96.0,63.5,16.1,289.0,0.35,,,,,
2025-02-20 02:00:00+05:30,36.5,6.53,0.0332,91.0,67.5,16.0,289.0,0.55,,,,,
2025-02-20 03:00:00+05:30,33.7,4.4,0.0294,95.0,74.3,15.4,289.0,0.375,,,,,
2025-02-20 04:00:00+05:30,33.1,5.35,0.0297,113.0,73.8,15.6,289.0,0.625,,,,,
2025-02-20 05:00:00+05:30,32.7,6.23,0.0299,92.0,72.3,15.6,289.0,0.875,,,,,
2025-02-20 06:00:00+05:30,40.2,5.75,0.0358,110.0,74.3,15.3,289.0,1.23,,,,,
2025-02-20 07:00:00+05:30,43.3,6.27,0.0375,108.0,73.8,15.2,289.0,0.9,,,,,
2025-02-20 08:00:00+05:30,35.2,5.88,0.0318,139.0,72.0,15.2,289.0,1.8,,,,,
2025-02-20 09:00:00+05:30,33.0,5.63,0.0297,143.0,70.8,15.8,289.0,1.85,,,,,
2025-02-20 10:00:00+05:30,30.6,5.1,0.0277,147.0,66.0,17.1,290.0,2.58,,,,,
2025-02-20 11:00:00+05:30,27.5,5.48,0.0253,141.0,58.5,18.5,290.0,3.58,,,,,
2025-02-20 12:00:00+05:30,21.5,8.85,0.0222,96.0,52.0,20.0,290.0,4.0,,,,,
2025-02-20 13:00:00+05:30,15.6,10.5,0.0183,73.0,47.5,21.1,290.0,3.73,,,,,
2025-02-20 14:00:00+05:30,13.4,10.7,0.0167,63.0,45.3,21.5,290.0,3.68,,,,,
2025-02-20 15:00:00+05:30,15.4,12.8,0.0193,48.0,45.5,21.6,290.0,3.55,,,,,
2025-02-20 16:00:00+05:30,11.3,12.7,0.016,41.0,47.8,20.6,290.0,4.18,,,,,
2025-02-20 17:00:00+05:30,12.2,8.9,0.0147,34.0,51.0,20.0,290.0,3.5,,,,,
2025-02-20 18:00:00+05:30,15.2,7.03,0.0161,30.0,53.5,19.3,290.0,2.83,,,,,
2025-02-20 19:00:00+05:30,16.7,7.45,0.0174,34.0,57.0,18.3,289.0,2.8,,,,,
2025-02-20 20:00:00+05:30,17.1,7.1,0.0176,42.0,61.3,17.4,289.0,2.75,,,,,
2025-02-20 21:00:00+05:30,19.1,6.3,0.0188,50.0,60.8,17.2,289.0,2.18,,,,,
2025-02-20 22:00:00+05:30,18.8,7.58,0.0193,57.0,59.3,17.3,289.0,1.5,,,,,
2025-02-20 23:00:00+05:30,22.2,6.23,0.0213,69.0,60.0,17.0,289.0,1.18,,,,,
2025-02-21 00:00:00+05:30,23.3,4.7,0.0214,70.0,61.7,16.5,289.0,1.03,,,,,
2025-02-21 01:00:00+05:30,22.5,4.1,0.0205,56.0,60.5,16.2,290.0,0.3,,,,,
2025-02-21 02:00:00+05:30,22.0,5.53,0.0208,51.0,65.0,15.6,289.0,0.425,,,,,
2025-02-21 03:00:00+05:30,20.8,6.1,0.0198,73.0,65.0,15.9,289.0,0.85,,,,,
2025-02-21 04:00:00+05:30,20.9,6.8,0.0206,77.0,67.0,15.3,289.0,1.18,,,,,
2025-02-21 05:00:00+05:30,25.0,5.0,0.023,78.0,71.5,14.7,289.0,0.375,,,,,
2025-02-21 06:00:00+05:30,42.7,4.9,0.0374,79.0,74.3,14.6,289.0,1.33,,,,,
2025-02-21 07:00:00+05:30,48.4,6.38,0.0426,83.0,76.5,14.3,289.0,0.9,,,,,
2025-02-21 08:00:00+05:30,62.0,3.47,0.0518,96.0,78.5,14.1,289.0,0.35,,,,,
2025-02-21 09:00:00+05:30,51.6,3.93,0.044,102.0,70.0,15.8,290.0,0.775,,,,,
2025-02-21 10:00:00+05:30,43.2,4.33,0.0375,123.0,56.3,18.3,290.0,1.48,,,,,
2025-02-21 11:00:00+05:30,37.6,7.45,0.0346,79.0,48.3,20.4,290.0,0.925,,,,,
2025-02-21 12:00:00+05:30,23.1,10.6,0.0244,99.0,46.0,21.8,290.0,1.25,,,,,
2025-02-21 13:00:00+05:30,21.3,11.8,0.0237,122.0,47.0,21.8,290.0,1.58,,,,,
2025-02-21 14:00:00+05:30,15.1,11.6,0.0184,116.0,51.0,20.7,290.0,1.75,,,,,
2025-02-21 15:00:00+05:30,13.0,9.7,0.0157,96.0,51.3,20.4,290.0,1.88,,,,,
2025-02-21 16:00:00+05:30,12.2,8.38,0.0144,68.0,54.5,19.7,290.0,1.8,,,,,
2025-02-21 17:00:00+05:30,12.6,6.68,0.0138,68.0,58.3,19.0,290.0,1.68,,,,,
2025-02-21 18:00:00+05:30,15.7,6.93,0.0164,79.0,61.5,18.5,290.0,1.38,,,,,
2025-02-21 19:00:00+05:30,17.8,8.0,0.0186,72.0,67.7,17.3,289.0,0.467,,,,,
2025-02-21 20:00:00+05:30,20.5,7.23,0.0206,74.0,75.3,16.2,289.0,0.3,,,,,
2025-02-21 21:00:00+05:30,18.2,7.13,0.0186,88.0,79.8,15.7,289.0,0.3,,,,,
2025-02-21 22:00:00+05:30,20.7,5.58,0.0197,97.0,81.5,15.2,289.0,0.3,,,,,
2025-02-21 23:00:00+05:30,20.6,5.6,0.0198,88.0,83.0,14.9,289.0,0.325,,,,,
2025-02-22 00:00:00+05:30,24.1,6.8,0.023,79.0,83.0,14.7,289.0,0.45,,,,,
2025-02-22 01:00:00+05:30,25.3,5.05,0.0233,79.0,85.0,14.2,289.0,0.55,,,,,
2025-02-22 02:00:00+05:30,21.5,4.78,0.02,110.0,86.0,13.9,289.0,0.525,,,,,
2025-02-22 03:00:00+05:30,20.4,5.1,0.0192,201.0,86.8,13.6,289.0,0.375,,,,,
2025-02-22 04:00:00+05:30,21.7,3.4,0.0195,99.0,87.3,13.5,289.0,1.1,,,,,
2025-02-22 05:00:00+05:30,22.8,4.33,0.0202,63.0,88.0,13.3,289.0,0.525,,,,,
2025-02-22 06:00:00+05:30,22.6,6.38,0.0216,56.0,88.0,13.0,289.0,0.475,,,,,
2025-02-22 07:00:00+05:30,21.7,5.23,0.0204,58.0,88.0,12.8,289.0,0.35,,,,,
2025-02-22 08:00:00+05:30,23.7,3.5,0.0211,52.0,88.8,12.8,289.0,0.375,,,,,
2025-02-22 09:00:00+05:30,24.2,3.88,0.0218,53.0,88.0,13.6,289.0,0.5,,,,,
2025-02-22 10:00:00+05:30,23.6,4.58,0.0216,51.0,77.3,15.8,290.0,1.1,,,,,
2025-02-22 11:00:00+05:30,23.0,4.78,0.0212,59.0,64.5,17.6,290.0,1.2,,,,,
2025-02-22 12:00:00+05:30,22.2,4.95,0.0207,72.0,55.8,19.3,290.0,1.55,,,,,
2025-02-22 13:00:00+05:30,8.1,12.1,0.0132,56.0,50.3,20.0,290.0,1.73,,,,,
2025-02-22 14:00:00+05:30,4.53,13.4,0.0109,45.0,49.0,20.2,290.0,1.55,,,,,
2025-02-22 15:00:00+05:30,2.13,12.9,0.00858,35.0,47.0,20.6,290.0,1.8,,,,,
2025-02-22 16:00:00+05:30,1.23,12.8,0.00773,28.0,49.5,19.8,290.0,1.75,,,,,
2025-02-22 17:00:00+05:30,2.77,12.4,0.0077,25.5,52.0,19.2,290.0,1.4,,,,,
2025-02-22 18:00:00+05:30,5.58,12.5,0.0112,27.8,55.5,18.2,290.0,0.7,,,,,
2025-02-22 19:00:00+05:30,5.03,17.7,0.0135,32.5,63.5,16.8,290.0,0.3,,,,,
2025-02-22 20:00:00+05:30,5.68,20.3,0.0154,43.8,69.3,15.6,290.0,0.3,,,,,
2025-02-22 21:00:00+05:30,4.93,26.3,0.018,56.0,71.0,14.8,290.0,0.3,,,,,
2025-02-22 22:00:00+05:30,5.48,27.1,0.0189,60.0,72.0,14.8,290.0,0.35,,,,,
2025-02-22 23:00:00+05:30,5.13,26.4,0.0182,62.8,72.5,15.0,290.0,0.425,,,,,
2025-02-23 00:00:00+05:30,4.67,22.8,0.0159,62.0,70.7,15.3,290.0,0.833,,,,,
2025-02-23 01:00:00+05:30,4.95,20.5,0.0149,60.0,71.0,15.0,290.0,0.4,,,,,
2025-02-23 02:00:00+05:30,4.6,17.0,0.0128,60.5,76.8,13.8,290.0,0.3,,,,,
2025-02-23 03:00:00+05:30,3.5,14.7,0.0107,68.3,81.5,13.0,290.0,0.3,,,,,
2025-02-23 04:00:00+05:30,5.33,16.9,0.0133,82.0,83.8,12.9,289.0,0.3,,,,,
2025-02-23 05:00:00+05:30,5.68,18.2,0.0143,137.0,84.8,12.6,289.0,0.3,,,,,
2025-02-23 06:00:00+05:30,9.13,20.4,0.0183,172.0,86.0,12.3,289.0,0.3,,,,,
2025-02-23 07:00:00+05:30,9.75,21.8,0.0195,126.0,86.8,12.3,289.0,0.3,,,,,
2025-02-23 08:00:00+05:30,10.3,20.9,0.0194,103.0,87.0,12.5,289.0,0.3,,,,,
2025-02-23 09:00:00+05:30,8.45,24.3,0.0198,116.0,81.8,14.5,290.0,0.35,,,,,
2025-02-23 10:00:00+05:30,5.48,26.0,0.0183,98.0,61.8,17.7,290.0,0.6,,,,,
2025-02-23 11:00:00+05:30,4.75,19.0,0.0139,85.0,53.5,19.7,290.0,1.08,,,,,
2025-02-23 12:00:00+05:30,5.05,16.0,0.0127,62.3,47.0,21.4,290.0,1.45,,,,,
2025-02-23 13:00:00+05:30,4.35,15.1,0.0116,54.8,44.8,22.0,290.0,1.73,,,,,
2025-02-23 14:00:00+05:30,4.08,13.3,0.0105,43.5,42.0,22.3,290.0,1.83,,,,,
2025-02-23 15:00:00+05:30,5.55,12.3,0.0111,29.3,41.3,21.9,290.0,1.58,,,,,
2025-02-23 16:00:00+05:30,4.83,10.9,0.00973,27.8,44.8,20.6,290.0,1.38,,,,,
2025-02-23 17:00:00+05:30,4.23,12.6,0.0102,30.3,47.3,19.9,290.0,1.15,,,,,
2025-02-23 18:00:00+05:30,4.18,13.4,0.0106,33.8,51.3,19.1,290.0,0.6,,,,,
2025-02-23 19:00:00+05:30,4.53,21.2,0.0149,44.8,59.0,17.4,290.0,0.3,,,,,
2025-02-23 20:00:00+05:30,5.38,23.2,0.0167,58.0,66.5,16.2,290.0,0.3,,,,,
2025-02-23 21:00:00+05:30,5.7,33.3,0.0223,76.3,70.0,15.6,290.0,0.3,,,,,
2025-02-23 22:00:00+05:30,8.5,37.5,0.0268,88.3,68.3,16.2,290.0,0.5,,,,,
2025-02-23 23:00:00+05:30,5.75,33.0,0.0223,98.0,69.0,16.1,290.0,0.325,,,,,
2025-02-24 00:00:00+05:30,13.7,36.6,0.0306,107.0,72.7,15.4,290.0,0.3,,,,,
2025-02-24 01:00:00+05:30,6.65,29.7,0.0212,103.0,73.5,15.3,289.0,0.3,,,,,
2025-02-24 02:00:00+05:30,18.4,27.7,0.0297,104.0,77.5,14.2,290.0,0.3,,,,,
2025-02-24 03:00:00+05:30,10.5,19.0,0.0185,96.3,83.0,13.2,290.0,0.3,,,,,
2025-02-24 04:00:00+05:30,11.8,19.8,0.0201,94.0,85.5,13.0,290.0,0.3,,,,,
2025-02-24 05:00:00+05:30,7.25,19.6,0.0163,98.8,86.5,13.0,289.0,0.3,,,,,
2025-02-24 06:00:00+05:30,7.88,18.9,0.0165,134.0,87.0,12.9,289.0,0.3,,,,,
2025-02-24 07:00:00+05:30,7.33,21.4,0.0173,175.0,87.3,12.6,289.0,0.3,,,,,
2025-02-24 08:00:00+05:30,10.2,21.9,0.0199,130.0,88.0,12.9,289.0,0.3,,,,,
2025-02-24 09:00:00+05:30,11.4,28.7,0.0246,112.0,84.3,14.8,290.0,0.35,,,,,
2025-02-24 10:00:00+05:30,6.45,30.4,0.0215,99.3,61.8,18.1,290.0,0.7,,,,,
2025-02-24 11:00:00+05:30,4.15,24.3,0.0163,97.0,55.0,19.8,290.0,0.725,,,,,
2025-02-24 12:00:00+05:30,4.8,18.7,0.0138,90.3,48.0,21.4,290.0,1.25,,,,,
2025-02-24 13:00:00+05:30,4.45,16.1,0.0122,67.3,43.5,22.9,290.0,1.38,,,,,
2025-02-24 14:00:00+05:30,4.95,15.6,0.0124,56.8,42.5,23.2,290.0,1.63,,,,,
2025-02-24 15:00:00+05:30,4.83,15.6,0.0122,50.0,43.8,22.3,290.0,1.83,,,,,
2025-02-24 16:00:00+05:30,5.0,15.6,0.0124,49.0,46.3,20.9,290.0,1.55,,,,,
2025-02-24 17:00:00+05:30,4.15,15.5,0.0116,47.0,48.5,20.3,290.0,1.55,,,,,
2025-02-24 18:00:00+05:30,4.43,17.3,0.0128,47.5,49.0,19.7,290.0,1.1,,,,,
2025-02-24 19:00:00+05:30,5.1,21.9,0.0158,46.5,55.8,18.3,290.0,0.375,,,,,
2025-02-24 20:00:00+05:30,4.55,30.4,0.0199,69.0,62.5,16.9,290.0,0.3,,,,,
2025-02-24 21:00:00+05:30,11.9,46.7,0.0345,85.3,68.0,16.2,290.0,0.3,,,,,
2025-02-24 22:00:00+05:30,39.9,40.0,0.0536,106.0,72.8,15.4,290.0,0.3,,,,,
2025-02-24 23:00:00+05:30,19.5,34.8,0.0343,100.0,77.3,15.0,290.0,0.3,,,,,
2025-02-25 00:00:00+05:30,24.5,32.8,0.0373,91.0,79.3,14.4,290.0,0.3,,,,,
2025-02-25 01:00:00+05:30,7.9,28.1,0.0214,111.0,80.0,14.4,290.0,0.3,,,,,
2025-02-25 02:00:00+05:30,6.4,25.4,0.0187,123.0,80.5,14.1,290.0,0.3,,,,,
2025-02-25 03:00:00+05:30,8.3,25.9,0.0207,120.0,83.5,13.7,289.0,0.3,,,,,
2025-02-25 04:00:00+05:30,7.33,26.4,0.02,97.5,84.8,13.5,289.0,0.3,,,,,
2025-02-25 05:00:00+05:30,7.63,25.4,0.0197,134.0,85.8,13.3,289.0,0.3,,,,,
2025-02-25 06:00:00+05:30,13.0,24.5,0.0237,243.0,86.0,13.3,290.0,0.3,,,,,
2025-02-25 07:00:00+05:30,15.4,27.7,0.0273,228.0,86.3,13.3,290.0,0.3,,,,,
2025-02-25 08:00:00+05:30,20.8,28.6,0.0318,195.0,86.7,13.1,290.0,0.3,,,,,
2025-02-25 09:00:00+05:30,13.6,36.1,0.0302,192.0,79.8,15.5,290.0,0.35,,,,,
2025-02-25 10:00:00+05:30,4.8,31.3,0.0205,146.0,59.5,18.5,290.0,0.55,,,,,
2025-02-25 11:00:00+05:30,5.15,24.7,0.0173,92.3,52.5,20.7,290.0,0.725,,,,,
2025-02-25 12:00:00+05:30,5.43,22.7,0.0165,106.0,46.3,22.0,290.0,1.08,,,,,
2025-02-25 13:00:00+05:30,4.25,18.7,0.0134,76.3,41.5,23.0,290.0,1.4,,,,,
2025-02-25 14:00:00+05:30,5.43,14.3,0.0121,56.3,40.0,22.8,290.0,1.13,,,,,
2025-02-25 15:00:00+05:30,4.2,14.8,0.0113,38.3,39.3,23.0,290.0,1.28,,,,,
2025-02-25 16:00:00+05:30,4.2,13.9,0.0108,37.5,43.3,21.7,290.0,1.25,,,,,
2025-02-25 17:00:00+05:30,4.55,14.0,0.0112,42.8,44.8,21.1,290.0,1.0,,,,,
2025-02-25 18:00:00+05:30,5.03,18.2,0.0137,42.3,46.8,20.1,290.0,0.375,,,,,
2025-02-25 19:00:00+05:30,4.1,23.8,0.016,33.0,53.0,18.1,290.0,0.3,,,,,
2025-02-25 20:00:00+05:30,14.3,46.5,0.0363,35.8,59.3,16.8,290.0,0.3,,,,,
2025-02-25 21:00:00+05:30,38.9,47.7,0.0572,66.5,63.8,16.2,290.0,0.3,,,,,
2025-02-25 22:00:00+05:30,93.5,44.1,0.0994,109.0,67.3,15.8,290.0,0.3,,,,,
2025-02-25 23:00:00+05:30,55.9,40.5,0.0669,117.0,67.5,15.8,290.0,0.3,,,,,
2025-02-26 00:00:00+05:30,52.9,40.3,0.0645,121.0,68.7,15.8,290.0,0.3,,,,,
2025-02-26 01:00:00+05:30,80.3,34.3,0.0836,116.0,73.5,15.4,289.0,0.3,,,,,
2025-02-26 02:00:00+05:30,44.7,40.3,0.0578,121.0,71.8,15.7,289.0,0.3,,,,,
2025-02-26 03:00:00+05:30,10.7,41.6,0.0307,119.0,69.8,15.8,289.0,0.3,,,,,
2025-02-26 04:00:00+05:30,23.0,41.8,0.041,118.0,69.8,16.1,290.0,0.3,,,,,
2025-02-26 05:00:00+05:30,74.3,44.4,0.084,131.0,69.3,16.2,290.0,1.05,,,,,
2025-02-26 06:00:00+05:30,76.2,47.6,0.0874,161.0,69.0,16.1,290.0,0.475,,,,,
2025-02-26 07:00:00+05:30,76.4,48.4,0.0878,161.0,67.0,16.2,290.0,0.925,,,,,
2025-02-26 08:00:00+05:30,37.6,44.2,0.0541,173.0,65.0,16.3,290.0,1.73,,,,,
2025-02-26 09:00:00+05:30,23.7,40.7,0.0409,170.0,66.0,16.8,290.0,1.3,,,,,
2025-02-26 10:00:00+05:30,10.7,44.3,0.0322,157.0,54.8,19.5,290.0,1.33,,,,,
2025-02-26 11:00:00+05:30,6.23,41.8,0.0273,160.0,49.8,21.6,290.0,1.88,,,,,
2025-02-26 12:00:00+05:30,4.68,40.4,0.0253,175.0,45.8,23.3,290.0,1.8,,,,,
2025-02-26 13:00:00+05:30,5.5,36.9,0.0241,169.0,42.8,24.3,290.0,1.35,,,,,
2025-02-26 14:00:00+05:30,6.23,40.0,0.0262,137.0,38.8,25.3,290.0,1.35,,,,,
2025-02-26 15:00:00+05:30,4.73,33.5,0.0217,110.0,39.0,24.7,290.0,1.95,,,,,
2025-02-26 16:00:00+05:30,3.5,24.8,0.016,85.8,39.5,23.8,290.0,0.65,,,,,
2025-02-26 17:00:00+05:30,4.83,26.7,0.0181,73.0,41.8,23.3,290.0,0.45,,,,,
2025-02-26 18:00:00+05:30,5.1,31.4,0.0208,73.3,46.0,22.0,290.0,0.467,,,,,
2025-02-26 19:00:00+05:30,4.98,40.5,0.0256,79.3,50.0,20.8,290.0,0.3,,,,,
2025-02-26 20:00:00+05:30,8.73,53.5,0.0356,93.5,55.5,19.9,290.0,0.35,,,,,
2025-02-26 21:00:00+05:30,13.2,52.2,0.0386,100.0,58.5,19.6,290.0,0.35,,,,,
2025-02-26 22:00:00+05:30,22.0,61.3,0.0505,139.0,59.0,19.3,290.0,0.4,,,,,
2025-02-26 23:00:00+05:30,56.7,52.6,0.0741,151.0,64.5,18.4,290.0,0.35,,,,,
2025-02-27 00:00:00+05:30,65.8,50.5,0.0804,129.0,68.0,17.8,290.0,0.3,,,,,
2025-02-27 01:00:00+05:30,17.8,45.0,0.0384,139.0,66.5,18.1,290.0,0.3,,,,,
2025-02-27 02:00:00+05:30,33.0,41.7,0.049,147.0,67.3,18.0,290.0,0.3,,,,,
2025-02-27 03:00:00+05:30,52.1,40.4,0.0631,147.0,70.0,17.6,290.0,0.3,,,,,
2025-02-27 04:00:00+05:30,34.9,45.7,0.0528,147.0,67.8,18.0,290.0,0.6,,,,,
2025-02-27 05:00:00+05:30,33.8,43.0,0.0504,154.0,66.8,18.1,290.0,1.43,,,,,
2025-02-27 06:00:00+05:30,13.8,40.5,0.0327,158.0,66.5,18.0,290.0,0.35,,,,,
2025-02-27 07:00:00+05:30,9.4,36.6,0.0271,151.0,64.8,18.3,290.0,1.2,,,,,
2025-02-27 08:00:00+05:30,8.1,28.1,0.0216,145.0,70.8,17.7,290.0,2.2,,,,,
2025-02-27 09:00:00+05:30,5.8,24.0,0.0175,100.0,68.5,17.9,290.0,2.18,,,,,
2025-02-27 10:00:00+05:30,5.9,20.5,0.0157,55.3,68.8,17.7,290.0,2.1,,,,,
2025-02-27 11:00:00+05:30,5.43,16.7,0.0133,36.8,62.3,18.6,290.0,3.3,,,,,
2025-02-27 12:00:00+05:30,5.35,16.1,0.0129,33.0,59.3,19.4,290.0,3.28,,,,,
2025-02-27 13:00:00+05:30,6.63,15.5,0.0136,33.5,60.3,19.4,290.0,3.23,,,,,
2025-02-27 14:00:00+05:30,4.98,14.3,0.0117,37.3,61.5,19.0,290.0,3.38,,,,,
2025-02-27 15:00:00+05:30,4.63,14.5,0.0115,47.3,58.0,19.3,292.0,3.25,,,,,
2025-02-27 16:00:00+05:30,6.3,15.9,0.0136,52.8,57.5,19.1,290.0,3.0,,,,,
2025-02-27 17:00:00+05:30,6.9,17.3,0.0148,37.8,60.3,18.7,290.0,2.2,,,,,
2025-02-27 18:00:00+05:30,7.5,18.0,0.0156,31.0,61.5,18.4,290.0,1.78,,,,,
2025-02-27 19:00:00+05:30,6.58,17.8,0.0148,33.8,62.8,18.0,290.0,1.5,,,,,
2025-02-27 20:00:00+05:30,7.5,20.5,0.017,43.5,63.3,17.8,290.0,0.65,,,,,
2025-02-27 21:00:00+05:30,12.5,29.6,0.0259,48.0,65.8,17.4,290.0,1.43,,,,,
2025-02-27 22:00:00+05:30,18.3,27.2,0.0292,49.8,69.3,16.9,290.0,1.0,,,,,
2025-02-27 23:00:00+05:30,30.7,25.3,0.0385,64.5,70.0,17.0,290.0,0.3,,,,,
2025-02-28 00:00:00+05:30,36.2,28.3,0.0446,74.0,69.7,16.9,290.0,0.3,,,,,
2025-02-28 01:00:00+05:30,43.2,30.8,0.0514,64.0,68.5,17.0,290.0,0.3,,,,,
2025-02-28 02:00:00+05:30,27.2,29.8,0.0379,56.5,68.8,17.0,290.0,0.35,,,,,
2025-02-28 03:00:00+05:30,11.5,28.7,0.0242,50.5,65.8,17.3,290.0,1.03,,,,,
2025-02-28 04:00:00+05:30,13.0,27.1,0.025,53.3,70.3,16.9,290.0,2.08,,,,,
2025-02-28 05:00:00+05:30,9.48,20.5,0.0186,72.0,72.5,16.5,290.0,2.45,,,,,
2025-02-28 06:00:00+05:30,8.33,18.5,0.0166,63.3,74.5,16.3,290.0,1.88,,,,,
2025-02-28 07:00:00+05:30,11.4,17.1,0.0184,62.3,75.8,16.2,290.0,2.23,,,,,
2025-02-28 08:00:00+05:30,11.8,14.6,0.0174,60.0,76.0,16.2,290.0,2.23,,,,,
2025-02-28 09:00:00+05:30,9.8,17.2,0.0171,68.8,75.3,16.5,290.0,2.03,,,,,
2025-02-28 10:00:00+05:30,7.53,16.1,0.0147,65.8,71.5,17.3,290.0,1.0,,,,,
2025-02-28 11:00:00+05:30,7.58,17.1,0.0153,57.3,75.3,17.1,290.0,2.55,,,,,
2025-02-28 12:00:00+05:30,7.25,20.8,0.0169,57.0,68.3,18.2,290.0,3.08,,,,,
2025-02-28 13:00:00+05:30,8.58,29.5,0.0227,73.5,63.0,19.1,290.0,2.95,,,,,
2025-02-28 14:00:00+05:30,10.8,30.6,0.025,75.8,52.8,21.5,290.0,2.98,,,,,
2025-02-28 15:00:00+05:30,7.23,32.2,0.0232,68.3,51.5,22.0,291.0,2.15,,,,,
2025-02-28 16:00:00+05:30,8.58,35.3,0.0257,62.5,52.5,21.5,290.0,1.68,,,,,
2025-02-28 17:00:00+05:30,7.08,34.1,0.0237,52.3,54.8,20.9,290.0,1.35,,,,,
2025-02-28 18:00:00+05:30,7.25,35.8,0.0249,54.5,59.0,20.0,290.0,0.75,,,,,
2025-02-28 19:00:00+05:30,6.58,24.4,0.0183,57.5,65.3,19.0,290.0,1.88,,,,,
2025-02-28 20:00:00+05:30,6.23,21.2,0.0164,54.3,69.0,18.5,290.0,1.53,,,,,
2025-02-28 21:00:00+05:30,6.38,24.8,0.0184,58.3,71.8,18.1,290.0,0.975,,,,,
2025-02-28 22:00:00+05:30,8.8,23.9,0.0199,58.3,74.5,17.8,290.0,1.28,,,,,
2025-02-28 23:00:00+05:30,10.6,23.0,0.0209,60.3,76.8,17.3,290.0,1.7,,,,,
2025-03-01 00:00:00+05:30,16.1,25.1,0.0263,73.0,79.0,16.8,290.0,2.0,,,,,
2025-03-01 01:00:00+05:30,9.7,19.6,0.0182,70.0,80.0,16.3,290.0,2.15,,,,,
2025-03-01 02:00:00+05:30,11.7,18.7,0.0195,64.7,79.3,16.3,290.0,1.57,,,,,
2025-03-01 03:00:00+05:30,9.7,14.3,0.0153,78.8,80.5,16.0,290.0,2.18,,,,,
2025-03-01 04:00:00+05:30,9.4,17.4,0.0169,60.3,81.0,15.8,290.0,2.75,,,,,
2025-03-01 05:00:00+05:30,8.73,14.5,0.0148,50.3,80.0,15.7,290.0,1.73,,,,,
2025-03-01 06:00:00+05:30,18.8,18.6,0.0252,45.3,82.3,15.8,290.0,1.18,,,,,
2025-03-01 07:00:00+05:30,10.3,16.6,0.0172,47.3,85.8,15.6,290.0,1.6,,,,,
2025-03-01 08:00:00+05:30,12.8,16.2,0.019,48.8,86.0,15.6,290.0,1.2,,,,,
2025-03-01 09:00:00+05:30,7.55,15.7,0.0145,43.0,85.5,16.2,290.0,0.95,,,,,
2025-03-01 10:00:00+05:30,8.18,11.7,0.0128,44.8,77.0,17.6,290.0,1.23,,,,,
2025-03-01 11:00:00+05:30,6.85,13.0,0.0125,48.0,67.3,19.1,290.0,1.55,,,,,
2025-03-01 12:00:00+05:30,4.98,10.9,0.00988,48.8,63.3,19.8,290.0,2.53,,,,,
2025-03-01 13:00:00+05:30,4.13,11.7,0.0096,42.0,60.3,20.6,290.0,2.45,,,,,
2025-03-01 14:00:00+05:30,5.95,12.2,0.0113,42.0,52.3,22.5,290.0,1.9,,,,,
