Local Time,CO,NO,NO2,NOX,O3,PM10,PM25,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,NH3
2025-02-19 02:00:00+05:30,0.51,35.3,86.5,0.0748,26.9,118.0,62.8,99.5,19.8,10.7,89.2,0.38,
2025-02-19 03:00:00+05:30,0.485,33.4,84.6,0.0722,27.5,92.0,49.1,99.6,19.3,9.82,38.7,0.19,
2025-02-19 04:00:00+05:30,0.478,34.7,83.7,0.0727,27.5,87.9,49.2,99.6,16.3,9.68,117.0,0.375,
2025-02-19 05:00:00+05:30,0.48,33.3,84.6,0.0721,47.3,93.3,52.1,98.9,14.6,11.7,259.0,2.18,
2025-02-19 06:00:00+05:30,0.59,33.5,84.8,0.0723,31.9,144.0,78.6,99.5,13.6,10.1,178.0,1.62,
2025-02-19 07:00:00+05:30,0.893,30.4,83.8,0.0693,28.6,164.0,88.5,99.6,15.3,8.82,349.0,0.43,
2025-02-19 08:00:00+05:30,0.873,33.1,80.9,0.0699,33.1,148.0,79.4,98.5,14.8,13.8,278.0,0.225,
2025-02-19 09:00:00+05:30,0.897,16.7,43.8,0.0369,58.4,178.0,97.9,65.9,17.6,21.8,261.0,1.16,
2025-02-19 10:00:00+05:30,0.89,18.2,50.9,0.0418,90.7,181.0,98.7,47.0,11.7,26.3,325.0,2.7,
2025-02-19 11:00:00+05:30,0.91,22.0,48.3,0.0436,96.2,138.0,73.8,37.4,10.2,28.7,345.0,2.72,
2025-02-19 12:00:00+05:30,0.89,19.4,50.5,0.0427,95.1,148.0,75.6,30.8,7.8,30.8,260.0,3.18,
2025-02-19 13:00:00+05:30,0.78,18.8,52.8,0.0433,104.0,166.0,84.6,28.1,7.99,31.2,175.0,3.78,
2025-02-19 14:00:00+05:30,0.76,16.2,57.2,0.043,122.0,114.0,60.6,24.1,3.73,32.0,256.0,2.41,
2025-02-19 15:00:00+05:30,0.785,19.3,57.9,0.0465,120.0,112.0,59.3,19.7,5.68,32.9,339.0,2.35,
2025-02-19 16:00:00+05:30,0.768,16.2,54.5,0.0421,126.0,137.0,71.4,22.9,12.7,31.9,94.1,2.55,
2025-02-19 17:00:00+05:30,0.77,31.1,64.6,0.0597,117.0,113.0,58.6,25.0,15.3,29.9,27.7,2.89,
2025-02-19 18:00:00+05:30,0.825,13.6,58.5,0.0418,69.7,104.0,55.5,38.3,7.36,25.1,180.0,1.08,
2025-02-19 19:00:00+05:30,0.998,11.3,56.6,0.0389,50.4,137.0,73.3,49.7,12.1,22.0,177.0,0.75,
2025-02-19 20:00:00+05:30,1.01,13.6,59.5,0.0425,36.2,133.0,71.9,54.3,13.0,21.0,78.8,0.768,
2025-02-19 21:00:00+05:30,0.993,21.8,75.4,0.0578,63.8,202.0,100.0,56.7,15.4,20.9,320.0,4.44,
2025-02-19 22:00:00+05:30,0.918,27.2,89.8,0.0698,87.7,162.0,77.8,64.1,13.5,19.5,201.0,2.07,
2025-02-19 23:00:00+05:30,0.66,29.5,91.4,0.0726,70.6,99.1,51.5,83.4,14.8,17.6,265.0,1.66,
2025-02-20 00:00:00+05:30,0.685,31.7,91.4,0.0744,49.3,90.6,47.3,99.7,15.1,16.1,182.0,2.39,
2025-02-20 01:00:00+05:30,0.5,31.1,91.3,0.0739,36.7,73.3,41.6,99.7,13.4,15.7,359.0,2.06,
2025-02-20 02:00:00+05:30,0.493,25.7,90.2,0.0689,41.5,142.0,76.1,99.8,13.3,15.5,264.0,2.66,
2025-02-20 03:00:00+05:30,0.493,24.0,89.6,0.0672,40.8,87.0,48.6,99.8,13.7,15.0,179.0,2.88,
2025-02-20 04:00:00+05:30,0.503,28.8,87.1,0.0697,71.8,48.8,29.7,99.8,11.6,14.5,90.2,3.57,
2025-02-20 05:00:00+05:30,0.495,25.2,81.9,0.0641,81.2,54.1,32.1,99.8,12.3,14.0,151.0,3.15,
2025-02-20 06:00:00+05:30,0.6,19.4,60.6,0.048,86.1,46.5,27.7,99.8,11.1,13.9,137.0,4.0,
2025-02-20 07:00:00+05:30,0.903,18.8,58.7,0.0465,75.4,43.1,26.5,99.8,8.03,13.8,178.0,2.91,
2025-02-20 08:00:00+05:30,0.9,18.4,57.9,0.0458,65.3,53.3,32.2,99.8,7.76,15.4,192.0,2.79,
2025-02-20 09:00:00+05:30,0.895,22.8,60.2,0.0506,60.6,56.7,32.9,99.9,10.2,19.6,79.8,1.47,
2025-02-20 10:00:00+05:30,0.9,23.3,58.7,0.0502,85.4,63.7,36.2,97.8,13.8,22.6,210.0,5.89,
2025-02-20 11:00:00+05:30,0.913,22.7,65.6,0.0534,80.9,60.3,34.2,67.8,19.0,25.1,201.0,9.67,
2025-02-20 12:00:00+05:30,0.865,23.8,68.6,0.0559,83.6,82.7,57.7,53.0,21.9,26.2,200.0,11.6,
2025-02-20 13:00:00+05:30,0.773,20.6,70.4,0.0542,99.2,106.0,64.6,48.2,6.56,27.2,195.0,10.9,
2025-02-20 14:00:00+05:30,0.783,23.7,71.1,0.057,102.0,145.0,72.4,44.1,253.0,28.1,197.0,10.1,
2025-02-20 15:00:00+05:30,0.753,18.3,87.2,0.0583,94.7,163.0,82.2,41.7,1.57,28.2,196.0,9.4,
2025-02-20 16:00:00+05:30,0.753,12.5,85.5,0.0528,84.0,130.0,67.3,41.3,53.0,28.0,195.0,8.49,
2025-02-20 17:00:00+05:30,0.745,7.34,52.2,0.0263,47.5,134.0,68.7,46.6,2.14,26.2,197.0,5.39,
2025-02-20 18:00:00+05:30,0.667,31.6,94.8,0.074,41.0,129.0,65.6,61.6,5.29,22.3,170.0,6.41,
2025-02-20 19:00:00+05:30,0.45,12.2,109.0,0.0553,35.8,97.6,49.8,66.4,5.15,20.9,161.0,6.99,
2025-02-20 20:00:00+05:30,0.658,5.53,93.6,0.0429,37.0,62.6,34.0,69.9,3.3,19.9,188.0,5.88,
2025-02-20 21:00:00+05:30,1.39,19.2,41.7,0.0234,36.5,63.1,33.1,78.9,2.93,19.1,192.0,5.08,
2025-02-20 22:00:00+05:30,1.39,18.5,101.0,0.0676,30.8,98.7,50.5,81.5,7.74,18.8,175.0,4.32,
2025-02-20 23:00:00+05:30,1.49,18.2,95.3,0.0634,30.2,119.0,62.2,90.6,8.75,17.9,216.0,2.82,
2025-02-21 00:00:00+05:30,1.56,13.7,92.8,0.0559,26.9,111.0,59.3,99.4,9.83,16.6,327.0,0.665,
2025-02-21 01:00:00+05:30,1.72,10.3,90.0,0.0467,22.8,133.0,69.4,99.7,10.3,15.1,23.7,2.38,
2025-02-21 02:00:00+05:30,1.63,26.8,75.4,0.0602,21.6,201.0,105.0,99.7,11.8,15.0,22.4,1.04,
2025-02-21 03:00:00+05:30,1.54,35.0,84.7,0.0686,20.6,214.0,116.0,99.7,12.9,14.0,265.0,1.03,
2025-02-21 04:00:00+05:30,1.47,18.2,83.5,0.0526,20.8,153.0,84.5,99.7,12.3,12.9,80.5,0.41,
2025-02-21 05:00:00+05:30,1.44,21.0,73.0,0.0516,20.7,148.0,81.9,99.8,14.0,12.6,118.0,0.623,
2025-02-21 06:00:00+05:30,1.46,25.9,67.8,0.0565,20.5,236.0,128.0,99.7,13.4,13.0,180.0,0.453,
2025-02-21 07:00:00+05:30,1.25,17.2,77.9,0.054,20.9,141.0,77.5,99.7,9.64,11.6,262.0,0.343,
2025-02-21 08:00:00+05:30,1.2,24.9,73.6,0.0567,21.7,141.0,74.6,99.7,11.5,14.8,242.0,0.415,
2025-02-21 09:00:00+05:30,1.24,39.3,68.6,0.0681,38.3,216.0,113.0,82.3,10.8,21.6,209.0,2.94,
2025-02-21 10:00:00+05:30,1.56,52.6,76.6,0.0825,33.5,129.0,67.3,62.3,8.74,25.0,207.0,3.66,
2025-02-21 11:00:00+05:30,1.4,40.8,87.0,0.0782,41.5,121.0,64.9,48.4,9.95,27.0,210.0,4.02,
2025-02-21 12:00:00+05:30,0.99,43.4,66.2,0.0633,50.6,133.0,66.8,45.9,9.5,28.6,302.0,3.49,
2025-02-21 13:00:00+05:30,2.04,32.5,75.5,0.0597,97.0,134.0,70.7,51.0,10.2,28.7,259.0,5.84,
2025-02-21 14:00:00+05:30,1.96,22.1,84.5,0.0522,103.0,147.0,76.6,43.7,9.56,29.0,348.0,4.99,
2025-02-21 15:00:00+05:30,1.78,15.2,91.0,0.0511,108.0,127.0,66.7,39.2,6.53,30.0,177.0,5.94,
2025-02-21 16:00:00+05:30,1.37,19.2,88.8,0.056,108.0,135.0,68.4,36.2,9.4,29.6,4.7,5.89,
2025-02-21 17:00:00+05:30,1.14,20.1,89.5,0.0527,106.0,123.0,63.1,44.6,3.49,26.8,349.0,5.19,
2025-02-21 18:00:00+05:30,1.06,6.49,92.0,0.0406,98.6,129.0,68.5,67.6,3.05,21.9,92.9,4.47,
2025-02-21 19:00:00+05:30,1.31,9.06,86.9,0.035,33.3,151.0,80.8,98.4,9.37,17.9,181.0,3.27,
2025-02-21 20:00:00+05:30,1.57,12.9,65.9,0.0369,29.4,179.0,95.5,99.4,9.37,16.6,270.0,2.68,
2025-02-21 21:00:00+05:30,1.49,10.3,57.2,0.03,25.9,161.0,87.1,99.5,9.55,15.8,270.0,3.52,
2025-02-21 22:00:00+05:30,1.83,7.63,49.7,0.0242,25.7,156.0,85.1,99.5,8.53,15.0,90.6,2.89,
2025-02-21 23:00:00+05:30,2.15,6.57,57.8,0.0287,24.3,165.0,89.7,99.6,7.48,14.2,358.0,3.84,
2025-02-22 00:00:00+05:30,2.45,11.5,38.4,0.0238,26.6,123.0,67.6,99.7,5.91,13.4,181.0,4.44,
2025-02-22 01:00:00+05:30,2.51,10.0,44.7,0.0262,24.3,115.0,63.0,99.8,6.3,13.0,356.0,3.55,
2025-02-22 02:00:00+05:30,2.6,6.85,44.0,0.0183,24.0,125.0,70.9,99.8,6.03,13.0,179.0,2.28,
2025-02-22 03:00:00+05:30,2.69,15.8,33.9,0.0239,23.5,132.0,78.7,99.8,5.02,12.5,268.0,3.73,
2025-02-22 04:00:00+05:30,2.65,14.5,34.3,0.0263,23.5,253.0,153.0,99.8,5.95,12.4,356.0,2.75,
2025-02-22 05:00:00+05:30,2.76,6.97,37.3,0.0191,24.0,322.0,194.0,99.8,4.25,12.2,268.0,3.28,
2025-02-22 06:00:00+05:30,2.91,8.35,34.4,0.0185,25.9,166.0,98.8,99.8,3.87,11.7,89.2,4.47,
2025-02-22 07:00:00+05:30,2.87,11.3,35.4,0.0251,26.1,60.2,37.5,99.8,6.44,11.5,264.0,3.79,
2025-02-22 08:00:00+05:30,2.94,14.7,20.8,0.0192,25.2,72.0,44.4,99.8,4.8,11.9,241.0,3.48,
2025-02-22 09:00:00+05:30,3.1,18.2,18.7,0.0171,24.7,79.5,49.5,99.8,4.82,13.2,340.0,2.39,
2025-02-22 10:00:00+05:30,3.31,32.5,14.8,0.0281,26.7,125.0,66.6,98.1,7.1,20.7,173.0,3.04,
2025-02-22 11:00:00+05:30,3.69,45.1,46.1,0.0587,33.7,172.0,84.0,76.8,5.88,24.5,354.0,4.75,
2025-02-22 12:00:00+05:30,3.41,41.4,50.4,0.0563,39.6,92.2,45.9,59.5,5.75,26.4,348.0,4.85,
2025-02-22 13:00:00+05:30,3.21,38.4,58.2,0.0584,40.6,47.1,23.3,44.7,8.52,27.9,341.0,5.04,
2025-02-22 14:00:00+05:30,3.0,21.9,78.7,0.0477,41.2,28.8,16.5,33.3,5.64,29.4,261.0,5.76,
2025-02-22 15:00:00+05:30,2.65,16.4,73.9,0.0461,42.5,27.2,15.4,28.3,4.25,29.8,175.0,5.6,
2025-02-22 16:00:00+05:30,2.31,15.0,88.3,0.048,43.6,23.7,14.3,31.3,6.77,29.2,90.6,5.25,
2025-02-22 17:00:00+05:30,2.26,20.0,79.8,0.0513,44.1,26.8,15.8,33.7,5.14,27.1,5.92,4.46,
2025-02-22 18:00:00+05:30,2.42,3.0,84.9,0.0263,39.9,24.2,15.0,47.3,5.0,22.8,11.8,2.94,
2025-02-22 19:00:00+05:30,2.6,7.1,79.1,0.0258,30.8,25.5,15.4,69.8,6.13,18.1,257.0,1.33,
2025-02-22 20:00:00+05:30,2.84,10.9,72.5,0.033,25.3,43.4,24.6,87.1,5.78,16.0,340.0,1.33,
2025-02-22 21:00:00+05:30,3.33,14.4,47.3,0.0294,24.4,64.6,35.5,88.7,7.41,15.5,341.0,1.78,
2025-02-22 22:00:00+05:30,3.25,9.74,60.1,0.0317,25.1,76.5,41.3,95.9,9.88,15.4,352.0,2.24,
2025-02-22 23:00:00+05:30,2.38,13.7,34.5,0.0222,25.9,81.1,44.4,98.7,11.5,14.5,346.0,1.66,
2025-02-23 00:00:00+05:30,2.37,21.9,38.3,0.0317,22.0,102.0,55.4,99.6,14.9,12.8,347.0,1.29,
2025-02-23 01:00:00+05:30,2.5,9.06,48.0,0.0248,20.9,138.0,75.9,99.7,14.7,11.7,347.0,1.22,
2025-02-23 02:00:00+05:30,2.41,14.5,37.8,0.0279,20.8,132.0,72.0,99.8,15.3,11.1,346.0,0.603,
2025-02-23 03:00:00+05:30,2.37,9.47,29.7,0.0163,20.8,104.0,56.8,99.8,12.2,10.2,341.0,0.605,
2025-02-23 04:00:00+05:30,2.47,7.53,40.5,0.0193,21.1,82.4,47.2,99.8,5.95,9.7,342.0,1.21,
2025-02-23 05:00:00+05:30,2.36,7.21,40.0,0.0189,21.1,111.0,59.5,99.8,2.83,10.8,350.0,2.55,
2025-02-23 06:00:00+05:30,2.36,14.5,30.7,0.0225,21.0,108.0,58.5,99.8,1.92,9.57,170.0,0.333,
2025-02-23 07:00:00+05:30,2.28,6.47,23.1,0.0108,20.5,86.1,48.5,99.8,6.27,9.01,328.0,0.235,
2025-02-23 08:00:00+05:30,2.37,13.4,28.7,0.0192,21.0,141.0,76.3,99.8,3.74,13.0,253.0,0.733,
2025-02-23 09:00:00+05:30,2.65,39.2,36.1,0.0459,22.5,139.0,74.8,94.7,5.18,20.9,310.0,1.79,
2025-02-23 10:00:00+05:30,2.94,35.3,41.5,0.0478,26.7,119.0,61.6,69.7,7.58,25.2,330.0,2.26,
2025-02-23 11:00:00+05:30,2.7,45.8,49.5,0.0614,34.1,68.2,35.8,57.7,5.28,26.9,255.0,3.0,
2025-02-23 12:00:00+05:30,2.38,29.1,71.6,0.0582,38.0,48.3,26.2,47.1,4.35,28.5,169.0,3.21,
2025-02-23 13:00:00+05:30,2.01,21.0,82.9,0.0556,39.8,41.7,22.8,36.6,5.41,29.7,344.0,4.23,
2025-02-23 14:00:00+05:30,1.68,38.8,82.8,0.0682,40.3,36.2,20.3,28.4,3.58,31.5,264.0,3.81,
2025-02-23 15:00:00+05:30,1.49,34.3,91.6,0.0731,40.1,37.6,21.2,25.9,2.69,32.1,344.0,3.69,
2025-02-23 16:00:00+05:30,1.2,18.0,118.0,0.0659,39.5,33.3,19.7,24.2,6.29,32.1,354.0,3.91,
2025-02-23 17:00:00+05:30,0.998,12.9,102.0,0.0509,40.1,32.0,19.0,25.6,4.25,30.0,92.7,3.01,
2025-02-23 18:00:00+05:30,1.02,10.0,96.5,0.0382,36.7,32.2,18.6,40.5,4.26,24.8,97.0,1.69,
2025-02-23 19:00:00+05:30,1.22,5.52,83.0,0.0272,30.2,28.7,16.8,68.5,4.52,18.4,254.0,0.853,
2025-02-23 20:00:00+05:30,1.54,8.23,67.2,0.0234,26.0,29.0,17.1,91.0,4.67,15.6,92.4,0.515,
2025-02-23 21:00:00+05:30,1.56,10.2,73.5,0.0365,23.4,39.9,22.8,99.5,5.68,14.1,20.8,0.49,
2025-02-23 22:00:00+05:30,1.92,13.2,68.0,0.0402,22.0,65.9,36.3,99.6,6.85,13.0,27.9,0.678,
2025-02-23 23:00:00+05:30,2.02,18.0,50.9,0.0324,21.3,67.3,37.5,99.7,8.77,12.3,87.2,0.303,
2025-02-24 00:00:00+05:30,2.02,7.24,38.5,0.0184,21.2,64.7,35.8,99.7,10.2,11.5,200.0,0.13,
2025-02-24 01:00:00+05:30,2.07,22.5,46.9,0.0393,20.8,70.5,39.6,99.8,12.5,10.2,11.9,0.18,
2025-02-24 02:00:00+05:30,2.16,9.25,43.0,0.024,20.8,75.0,41.7,99.8,14.1,9.89,242.0,0.17,
2025-02-24 03:00:00+05:30,1.98,12.5,35.2,0.0214,20.9,81.8,45.3,99.8,13.6,9.45,182.0,0.323,
2025-02-24 04:00:00+05:30,1.86,19.8,44.3,0.0338,21.0,90.2,51.2,99.8,11.3,4.47,268.0,0.215,
2025-02-24 05:00:00+05:30,2.0,6.73,28.8,0.0149,20.9,82.9,47.0,99.7,12.5,-63.0,350.0,0.54,
2025-02-24 06:00:00+05:30,2.04,6.84,33.8,0.0165,20.2,89.7,51.3,99.7,12.9,-63.0,258.0,0.255,
2025-02-24 07:00:00+05:30,2.07,3.24,40.8,0.0144,20.1,81.1,46.3,99.7,12.6,-63.0,350.0,0.188,
2025-02-24 08:00:00+05:30,1.99,9.21,32.3,0.0218,21.5,167.0,91.0,99.8,12.5,-63.0,239.0,0.12,
2025-02-24 09:00:00+05:30,2.18,21.4,30.5,0.027,22.7,270.0,143.0,99.5,13.1,-63.0,220.0,1.49,
2025-02-24 10:00:00+05:30,2.62,46.3,36.2,0.054,23.4,335.0,172.0,72.4,11.4,-63.0,300.0,1.69,
2025-02-24 11:00:00+05:30,2.14,48.7,47.1,0.0605,28.7,31.2,18.5,51.9,7.75,-63.0,258.0,2.58,
2025-02-24 12:00:00+05:30,1.84,33.5,74.2,0.0618,37.9,14.8,10.3,41.8,5.89,-63.0,258.0,2.34,
2025-02-24 13:00:00+05:30,1.54,29.3,87.7,0.0678,41.1,16.4,11.1,35.2,7.12,-63.0,345.0,3.32,
2025-02-24 14:00:00+05:30,1.32,31.3,94.0,0.0722,41.2,15.6,10.8,29.1,3.37,-63.0,345.0,3.91,
2025-02-24 15:00:00+05:30,1.2,22.6,86.0,0.0548,42.2,19.0,12.4,28.0,4.08,-63.0,336.0,4.2,
2025-02-24 16:00:00+05:30,0.938,23.5,104.0,0.0657,41.7,16.7,11.2,26.1,8.03,-63.0,178.0,3.9,
2025-02-24 17:00:00+05:30,1.02,9.34,106.0,0.05,43.2,16.0,10.9,28.2,5.24,-63.0,266.0,3.62,
2025-02-24 18:00:00+05:30,0.985,5.79,118.0,0.0521,40.9,19.5,12.4,42.6,4.41,-63.0,89.7,3.16,
2025-02-24 19:00:00+05:30,1.3,9.75,85.5,0.0409,32.7,27.7,16.3,65.2,7.51,-63.0,340.0,1.4,
2025-02-24 20:00:00+05:30,1.6,9.29,81.6,0.0352,28.7,36.9,21.6,76.8,9.04,-63.0,339.0,1.3,
2025-02-24 21:00:00+05:30,1.97,15.7,74.6,0.04,24.8,53.3,30.2,97.9,12.2,-63.0,174.0,0.76,
2025-02-24 22:00:00+05:30,2.13,11.0,59.5,0.0301,22.1,67.5,37.8,99.5,11.9,-63.0,343.0,0.755,
2025-02-25 11:00:00+05:30,1.15,28.2,0.0,0.00931,0.0,10.0,8.0,0.0,1000.0,-63.0,0.0,0.0,
2025-02-25 12:00:00+05:30,1.15,90.5,8.9,0.0635,0.0,81.1,40.4,34.5,883.0,-63.0,325.0,2.37,
2025-02-25 13:00:00+05:30,1.15,22.6,35.5,0.0297,0.0,115.0,56.3,25.9,6.25,-63.0,336.0,1.8,
2025-02-25 14:00:00+05:30,1.53,17.3,39.7,0.0249,0.0,350.0,161.0,22.9,8.27,-63.0,330.0,3.0,
2025-02-25 15:00:00+05:30,0.813,125.0,59.5,0.128,0.0,338.0,167.0,17.7,6.38,-63.0,345.0,2.57,
2025-02-25 16:00:00+05:30,0.07,19.4,90.9,0.0543,0.0,37.7,22.0,24.5,5.05,-63.0,331.0,1.86,
2025-02-25 17:00:00+05:30,0.0,19.0,94.6,0.051,0.0,17.7,11.7,27.4,3.83,-63.0,179.0,2.67,
2025-02-25 18:00:00+05:30,0.0025,22.1,86.3,0.0478,0.0,18.7,12.3,45.4,4.0,-63.0,94.4,1.17,
2025-02-25 19:00:00+05:30,0.0125,9.08,94.4,0.0376,0.0,33.0,19.0,71.4,5.98,-63.0,194.0,0.455,
2025-02-25 20:00:00+05:30,0.025,6.61,70.4,0.0296,0.0,72.9,39.0,83.2,7.2,-63.0,93.1,0.77,
2025-02-25 21:00:00+05:30,1.74,5.97,63.8,0.0226,29.4,81.2,44.1,92.6,7.79,-63.0,203.0,0.423,
2025-02-25 22:00:00+05:30,2.35,6.07,36.4,0.016,29.2,61.7,35.4,97.8,10.4,-63.0,101.0,0.46,
2025-02-25 23:00:00+05:30,2.75,40.6,37.5,0.0434,29.3,54.7,31.8,97.5,11.7,-63.0,218.0,0.408,
2025-02-26 00:00:00+05:30,3.19,44.2,44.6,0.0524,29.8,79.6,44.6,85.5,11.1,-63.0,173.0,0.41,
2025-02-26 01:00:00+05:30,3.46,22.8,41.2,0.0287,20.2,50.0,29.2,93.2,11.3,-63.0,101.0,0.255,
2025-02-26 02:00:00+05:30,3.46,15.2,61.2,0.0376,19.5,70.1,38.9,79.2,11.8,-63.0,173.0,0.248,
2025-02-26 03:00:00+05:30,3.54,19.4,45.9,0.0359,19.7,86.6,46.4,79.0,11.2,-63.0,201.0,0.493,
2025-02-26 04:00:00+05:30,3.61,15.7,64.2,0.0376,20.2,78.6,42.7,78.1,10.3,-63.0,137.0,0.838,
2025-02-26 05:00:00+05:30,3.86,10.7,65.5,0.0316,20.3,76.3,41.7,74.6,10.2,-63.0,168.0,2.7,
2025-02-26 06:00:00+05:30,3.86,8.95,68.8,0.0354,19.7,52.8,29.6,77.6,8.6,-63.0,162.0,0.673,
2025-02-26 07:00:00+05:30,3.86,18.4,61.9,0.0359,19.0,58.1,32.2,81.8,8.13,-63.0,124.0,0.575,
2025-02-26 08:00:00+05:30,4.01,9.13,70.0,0.0297,28.9,52.6,29.5,91.0,6.58,-63.0,101.0,0.638,
2025-02-26 09:00:00+05:30,4.11,23.5,59.3,0.0464,57.3,89.7,48.0,63.7,7.91,-63.0,188.0,2.57,
2025-02-26 10:00:00+05:30,4.15,23.5,43.8,0.0357,63.3,56.8,30.9,55.4,9.06,-63.0,188.0,5.65,
2025-02-26 11:00:00+05:30,4.03,39.6,67.6,0.0631,79.6,46.5,25.2,48.1,6.54,-63.0,191.0,4.66,
2025-02-26 12:00:00+05:30,3.73,44.2,97.6,0.0857,84.0,35.0,20.2,40.6,5.29,-63.0,186.0,4.01,
2025-02-26 13:00:00+05:30,3.52,17.3,104.0,0.0403,94.2,30.9,18.6,34.4,8.0,-63.0,200.0,3.66,
2025-02-26 14:00:00+05:30,3.89,19.8,63.5,0.0394,96.6,26.9,16.4,29.4,6.36,-63.0,190.0,5.07,
2025-02-26 15:00:00+05:30,4.03,47.7,59.0,0.0629,99.4,25.6,15.3,27.6,4.8,-63.0,191.0,4.71,
2025-02-26 16:00:00+05:30,4.1,13.0,71.2,0.0386,92.5,24.3,15.0,29.2,6.65,-63.0,193.0,2.13,
2025-02-26 17:00:00+05:30,4.63,13.7,62.9,0.0355,58.1,33.5,19.2,39.1,5.33,-63.0,139.0,0.513,
2025-02-26 18:00:00+05:30,5.17,164.0,70.3,0.165,58.3,37.2,21.4,52.4,5.78,-63.0,160.0,0.28,
2025-02-26 19:00:00+05:30,5.59,33.8,115.0,0.0708,30.4,51.9,28.5,64.8,10.9,-63.0,261.0,0.678,
2025-02-26 20:00:00+05:30,5.54,6.61,124.0,0.0443,29.4,56.2,30.7,66.6,11.5,-63.0,160.0,0.315,
2025-02-26 21:00:00+05:30,5.01,9.36,111.0,0.0499,29.9,51.4,28.0,66.6,12.2,-63.0,183.0,1.4,
2025-02-26 22:00:00+05:30,4.98,20.8,78.5,0.0526,29.9,33.0,19.4,68.2,12.0,-63.0,162.0,1.42,
2025-02-26 23:00:00+05:30,4.92,23.4,98.9,0.0604,29.3,43.6,25.3,70.7,13.8,-63.0,157.0,1.28,
2025-02-27 00:00:00+05:30,4.89,26.2,84.3,0.0485,30.6,39.3,22.9,73.9,14.0,-63.0,175.0,0.625,
2025-02-27 01:00:00+05:30,4.93,21.3,97.0,0.0553,19.3,32.9,19.8,84.6,9.27,-63.0,175.0,0.12,
2025-02-27 02:00:00+05:30,5.06,18.5,87.0,0.0522,19.6,31.5,18.8,88.4,9.01,-63.0,146.0,0.163,
2025-02-27 03:00:00+05:30,5.33,23.9,83.3,0.0542,19.4,37.9,21.9,74.1,7.98,-63.0,157.0,1.5,
2025-02-27 04:00:00+05:30,5.52,17.0,86.9,0.048,19.0,33.5,19.7,70.2,7.31,-63.0,145.0,1.5,
2025-02-27 05:00:00+05:30,5.75,17.2,98.2,0.0536,18.8,26.0,15.8,66.0,7.22,-63.0,203.0,1.9,
2025-02-27 06:00:00+05:30,5.97,24.3,81.8,0.053,19.0,21.8,13.4,65.0,5.59,-63.0,292.0,0.8,
2025-02-27 07:00:00+05:30,6.22,20.9,101.0,0.062,20.2,20.1,13.0,70.3,7.45,-63.0,66.4,1.56,
2025-02-27 08:00:00+05:30,6.75,10.1,85.0,0.0372,30.2,25.3,15.3,70.8,8.49,-63.0,50.3,3.99,
2025-02-27 09:00:00+05:30,6.97,16.7,78.4,0.043,58.4,30.8,18.4,68.7,9.39,-63.0,74.0,2.63,
2025-02-27 10:00:00+05:30,7.27,12.4,78.3,0.0407,62.7,47.3,27.1,66.4,12.9,-63.0,113.0,2.16,
2025-02-27 11:00:00+05:30,6.61,20.2,80.7,0.0527,79.5,41.8,24.2,64.2,13.7,-63.0,90.7,2.45,
2025-02-27 12:00:00+05:30,6.46,27.3,72.4,0.0568,87.4,35.4,20.7,61.3,13.7,-63.0,140.0,8.22,
2025-02-27 13:00:00+05:30,6.62,21.9,82.4,0.0506,94.5,33.5,19.0,49.9,9.87,-63.0,153.0,4.1,
2025-02-27 14:00:00+05:30,6.41,19.3,81.5,0.0508,99.0,27.0,16.1,51.9,7.58,-63.0,187.0,4.43,
2025-02-27 15:00:00+05:30,5.99,11.8,73.8,0.0393,99.7,23.9,14.8,48.5,4.83,-63.0,179.0,3.51,
2025-02-27 16:00:00+05:30,5.92,14.8,89.0,0.0498,87.2,25.0,15.1,54.0,3.91,-63.0,158.0,4.74,
2025-02-27 17:00:00+05:30,6.09,19.9,83.4,0.0562,57.4,27.7,16.5,61.8,4.12,-63.0,167.0,4.22,
2025-02-27 18:00:00+05:30,6.28,10.6,81.5,0.04,51.1,32.3,18.4,59.3,3.52,-63.0,147.0,5.08,
2025-02-27 19:00:00+05:30,6.36,19.3,70.2,0.0411,29.9,26.0,15.9,63.2,5.56,-63.0,186.0,3.32,
2025-02-27 20:00:00+05:30,6.36,9.59,80.0,0.0389,29.4,27.1,16.4,74.0,5.14,-63.0,75.3,0.54,
2025-02-27 21:00:00+05:30,6.54,16.4,63.7,0.0376,29.7,42.4,24.2,75.8,5.2,-63.0,179.0,1.37,
2025-02-27 22:00:00+05:30,6.79,7.75,71.5,0.0301,29.5,30.4,18.2,79.7,7.24,-63.0,198.0,3.87,
2025-02-27 23:00:00+05:30,6.99,24.9,59.9,0.0403,29.6,41.1,23.4,80.5,8.91,-63.0,161.0,3.54,
2025-02-28 00:00:00+05:30,6.99,16.6,63.1,0.0412,28.0,37.3,21.9,77.8,7.79,-63.0,195.0,2.41,
2025-02-28 01:00:00+05:30,7.13,20.7,46.0,0.0359,19.2,37.7,22.0,75.0,8.92,-63.0,207.0,1.83,
2025-02-28 02:00:00+05:30,7.05,18.3,53.2,0.0314,20.1,33.5,19.6,79.3,8.47,-63.0,197.0,2.78,
2025-02-28 03:00:00+05:30,7.1,15.7,54.4,0.0337,19.0,27.2,16.5,85.5,7.58,-63.0,192.0,0.838,
