Local Time,NO,NOX,O3,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,PM10,NO2,CO,NH3
2025-02-19 02:00:00+05:30,62.6,0.0851,,75.5,12.3,15.0,71.0,0.3,,,,,
2025-02-19 03:00:00+05:30,37.6,0.061,9.23,77.0,9.5,14.8,71.0,0.375,,,,,
2025-02-19 04:00:00+05:30,35.4,0.0626,9.78,77.8,9.55,14.5,71.0,0.375,,,,,
2025-02-19 05:00:00+05:30,24.4,0.0538,10.3,77.8,8.23,14.5,71.0,0.35,,,,,
2025-02-19 06:00:00+05:30,32.2,0.0582,9.65,78.3,7.93,14.4,71.8,2.03,,,,,
2025-02-19 07:00:00+05:30,21.5,0.0499,10.9,77.3,7.35,14.4,67.8,2.88,,,,,
2025-02-19 08:00:00+05:30,18.2,0.0481,13.3,74.0,8.13,15.1,83.5,0.55,,,,,
2025-02-19 09:00:00+05:30,21.8,0.0471,15.3,70.5,9.0,16.0,130.0,1.2,,,,,
2025-02-19 10:00:00+05:30,16.5,0.0413,26.0,60.3,10.8,18.9,130.0,1.35,,,,,
2025-02-19 11:00:00+05:30,6.65,0.0315,49.0,51.0,12.2,21.4,122.0,1.4,,,,,
2025-02-19 12:00:00+05:30,3.55,0.0237,80.8,44.3,11.6,22.7,87.8,1.93,,,,,
2025-02-19 13:00:00+05:30,1.95,0.0208,95.8,42.8,11.4,23.0,92.3,2.6,,,,,
2025-02-19 14:00:00+05:30,1.53,0.0197,104.0,40.8,11.7,24.4,106.0,1.73,,,,,
2025-02-19 15:00:00+05:30,2.58,0.0204,100.0,40.5,10.6,24.0,115.0,1.73,,,,,
2025-02-19 16:00:00+05:30,3.6,0.021,92.0,41.5,9.1,23.4,90.0,2.08,,,,,
2025-02-19 17:00:00+05:30,2.08,0.023,80.7,45.3,8.05,21.8,87.0,1.38,,,,,
2025-02-19 18:00:00+05:30,3.63,0.028,67.8,46.5,7.88,20.8,77.3,0.7,,,,,
2025-02-19 19:00:00+05:30,6.65,0.051,31.9,54.5,9.95,19.2,66.0,0.3,,,,,
2025-02-19 20:00:00+05:30,4.3,0.0399,35.9,57.8,10.5,18.6,66.0,0.3,,,,,
2025-02-19 21:00:00+05:30,4.88,0.0369,33.7,57.8,8.58,18.5,71.8,0.4,,,,,
2025-02-19 22:00:00+05:30,4.58,0.0336,44.4,56.8,9.05,19.1,57.3,1.05,,,,,
2025-02-19 23:00:00+05:30,4.78,0.0335,38.3,61.8,7.43,18.5,69.8,0.675,,,,,
2025-02-20 00:00:00+05:30,9.43,0.0431,20.9,63.7,6.93,18.2,56.3,0.567,,,,,
2025-02-20 01:00:00+05:30,17.3,0.0514,10.7,69.0,7.15,17.3,57.5,0.75,,,,,
2025-02-20 02:00:00+05:30,6.85,0.0298,,69.5,6.7,17.4,96.0,1.63,,,,,
2025-02-20 03:00:00+05:30,4.1,0.0274,20.8,79.3,5.5,16.3,96.8,1.23,,,,,
2025-02-20 04:00:00+05:30,13.9,0.0394,12.8,84.8,5.9,15.9,109.0,0.85,,,,,
2025-02-20 05:00:00+05:30,16.5,0.0426,11.0,83.8,5.98,16.1,123.0,1.13,,,,,
2025-02-20 06:00:00+05:30,18.4,0.0484,11.7,81.8,6.03,16.4,210.0,1.5,,,,,
2025-02-20 07:00:00+05:30,13.3,0.0471,13.7,78.3,6.13,16.5,222.0,1.58,,,,,
2025-02-20 08:00:00+05:30,30.1,0.0589,13.2,79.8,7.13,16.7,205.0,0.45,,,,,
2025-02-20 09:00:00+05:30,28.9,0.063,30.3,71.3,8.3,18.0,192.0,0.825,,,,,
2025-02-20 10:00:00+05:30,12.7,0.0446,39.4,63.8,9.43,19.1,202.0,1.98,,,,,
2025-02-20 11:00:00+05:30,7.93,0.0381,51.1,59.0,10.2,20.0,194.0,3.25,,,,,
2025-02-20 12:00:00+05:30,7.0,0.0307,62.6,52.3,10.9,21.6,113.0,3.78,,,,,
2025-02-20 13:00:00+05:30,4.25,0.0241,70.8,49.8,9.05,22.1,106.0,4.43,,,,,
2025-02-20 14:00:00+05:30,3.88,0.0243,80.6,49.5,9.88,22.4,103.0,4.2,,,,,
2025-02-20 15:00:00+05:30,5.98,0.0316,78.8,49.3,12.8,22.6,99.3,3.98,,,,,
2025-02-20 16:00:00+05:30,6.17,0.035,73.1,50.7,12.6,22.3,105.0,3.9,,,,,
2025-02-20 17:00:00+05:30,3.68,0.0293,70.6,53.0,10.7,21.3,105.0,3.43,,,,,
2025-02-20 18:00:00+05:30,2.9,0.0228,76.1,56.0,9.1,20.6,106.0,3.33,,,,,
2025-02-20 19:00:00+05:30,2.93,0.0245,61.5,58.8,8.45,19.7,95.5,3.15,,,,,
2025-02-20 20:00:00+05:30,3.53,0.029,42.3,60.3,7.38,19.3,89.0,3.73,,,,,
2025-02-20 21:00:00+05:30,4.68,0.0321,35.4,61.0,8.33,18.9,85.5,3.23,,,,,
2025-02-20 22:00:00+05:30,5.55,0.0327,38.2,60.0,9.48,18.8,85.8,3.03,,,,,
2025-02-20 23:00:00+05:30,4.9,0.0325,37.6,59.0,10.9,18.7,83.0,1.8,,,,,
2025-02-21 00:00:00+05:30,6.03,0.0352,28.6,61.3,10.3,18.3,67.0,0.833,,,,,
2025-02-21 01:00:00+05:30,6.15,0.0329,19.0,72.0,6.5,16.4,69.5,0.3,,,,,
2025-02-21 02:00:00+05:30,5.07,0.0299,,74.3,5.9,16.0,69.3,0.4,,,,,
2025-02-21 03:00:00+05:30,7.5,0.0294,16.0,75.8,5.3,15.6,66.5,0.5,,,,,
2025-02-21 04:00:00+05:30,6.48,0.0301,17.6,76.8,5.55,15.4,78.0,0.8,,,,,
2025-02-21 05:00:00+05:30,4.5,0.0255,26.1,73.8,5.53,15.7,93.8,0.525,,,,,
2025-02-21 06:00:00+05:30,4.3,0.0286,20.5,75.3,6.38,15.5,97.8,0.325,,,,,
2025-02-21 07:00:00+05:30,12.5,0.039,12.2,77.8,6.48,15.3,105.0,0.425,,,,,
2025-02-21 08:00:00+05:30,28.2,0.0576,10.9,72.0,8.15,16.3,112.0,0.525,,,,,
2025-02-21 09:00:00+05:30,25.4,0.0579,18.4,61.3,9.98,18.7,88.8,0.55,,,,,
2025-02-21 10:00:00+05:30,14.4,0.0472,34.0,52.8,12.7,20.6,53.5,1.18,,,,,
2025-02-21 11:00:00+05:30,10.1,0.042,51.3,47.3,12.5,22.5,67.3,1.25,,,,,
2025-02-21 12:00:00+05:30,6.0,0.0326,77.6,50.0,11.9,22.8,73.3,2.43,,,,,
2025-02-21 13:00:00+05:30,3.83,0.0255,87.1,52.5,11.0,22.1,74.8,2.78,,,,,
2025-02-21 14:00:00+05:30,2.25,0.0203,91.4,54.0,10.1,21.4,69.5,3.83,,,,,
2025-02-21 15:00:00+05:30,2.35,0.0182,90.4,53.5,8.95,21.5,69.0,3.9,,,,,
2025-02-21 16:00:00+05:30,2.2,0.0186,88.7,58.0,8.25,20.9,74.0,4.18,,,,,
2025-02-21 17:00:00+05:30,3.05,0.0198,86.4,60.8,7.85,20.3,75.3,3.85,,,,,
2025-02-21 18:00:00+05:30,3.03,0.0237,73.7,65.8,9.0,19.3,59.8,2.53,,,,,
2025-02-21 19:00:00+05:30,3.05,0.0235,58.5,70.5,7.9,18.2,64.0,1.43,,,,,
2025-02-21 20:00:00+05:30,3.98,0.0276,39.2,76.0,7.13,17.4,58.3,1.35,,,,,
2025-02-21 21:00:00+05:30,4.08,0.0264,31.9,79.3,6.2,17.0,63.0,1.28,,,,,
2025-02-21 22:00:00+05:30,4.55,0.0278,25.7,82.0,5.98,16.4,61.0,1.5,,,,,
2025-02-21 23:00:00+05:30,4.43,0.0232,29.6,82.5,5.55,16.0,69.3,1.6,,,,,
2025-02-22 00:00:00+05:30,4.23,0.0231,27.7,83.7,5.53,15.7,69.7,1.3,,,,,
2025-02-22 01:00:00+05:30,4.9,0.0244,22.7,86.0,6.5,15.3,72.0,1.2,,,,,
2025-02-22 02:00:00+05:30,4.05,0.0216,,87.5,6.18,15.0,75.5,1.08,,,,,
2025-02-22 03:00:00+05:30,3.1,0.0209,23.7,88.8,6.0,14.7,78.0,1.35,,,,,
2025-02-22 04:00:00+05:30,4.65,0.0227,18.7,90.5,6.03,14.1,67.5,1.63,,,,,
2025-02-22 05:00:00+05:30,4.48,0.0196,21.1,92.3,5.65,13.7,68.5,1.63,,,,,
2025-02-22 06:00:00+05:30,3.7,0.0184,26.6,92.3,5.78,13.7,71.5,1.85,,,,,
2025-02-22 07:00:00+05:30,3.73,0.0197,25.8,92.0,5.38,13.6,76.0,1.45,,,,,
2025-02-22 08:00:00+05:30,12.7,0.0326,16.1,92.0,5.5,13.6,84.0,0.725,,,,,
2025-02-22 09:00:00+05:30,8.65,0.0271,23.5,83.8,5.9,15.2,52.3,1.83,,,,,
2025-02-22 10:00:00+05:30,10.4,0.0298,28.1,71.3,6.6,17.7,72.0,1.4,,,,,
2025-02-22 11:00:00+05:30,6.88,0.0258,45.6,61.8,7.23,19.6,76.8,1.83,,,,,
2025-02-22 12:00:00+05:30,3.83,0.0204,68.3,58.3,8.25,20.3,76.3,2.93,,,,,
2025-02-22 13:00:00+05:30,2.98,0.0191,78.7,53.8,10.4,21.0,73.3,3.7,,,,,
2025-02-22 14:00:00+05:30,3.68,0.0182,81.5,51.3,12.4,21.0,78.0,4.13,,,,,
2025-02-22 15:00:00+05:30,2.65,0.0159,82.1,48.5,10.4,21.4,77.3,3.8,,,,,
2025-02-22 16:00:00+05:30,3.03,0.0162,77.7,51.5,8.78,21.0,83.3,2.68,,,,,
2025-02-22 17:00:00+05:30,3.15,0.0175,76.8,53.8,8.2,20.3,73.5,2.5,,,,,
2025-02-22 18:00:00+05:30,2.83,0.0206,68.4,58.3,7.73,19.5,60.8,2.23,,,,,
2025-02-22 19:00:00+05:30,2.5,0.0227,61.5,63.0,7.8,18.2,74.0,0.975,,,,,
2025-02-22 20:00:00+05:30,4.65,0.0299,38.7,69.3,8.15,17.3,57.3,1.58,,,,,
2025-02-22 21:00:00+05:30,4.5,0.031,25.6,74.0,21.3,16.5,48.0,0.633,,,,,
2025-02-22 22:00:00+05:30,4.73,0.0302,24.6,75.0,23.6,16.0,53.0,0.45,,,,,
2025-02-22 23:00:00+05:30,5.63,0.0313,21.7,76.8,14.3,15.6,53.0,0.3,,,,,
2025-02-23 00:00:00+05:30,5.33,0.0294,22.6,78.0,15.5,15.3,53.0,0.6,,,,,
2025-02-23 01:00:00+05:30,44.8,0.0673,14.9,81.5,18.6,14.7,53.0,0.3,,,,,
2025-02-23 02:00:00+05:30,58.0,0.0813,,84.0,11.1,14.3,53.0,0.325,,,,,
2025-02-23 03:00:00+05:30,34.1,0.0544,10.1,85.5,7.7,14.0,53.0,0.3,,,,,
2025-02-23 04:00:00+05:30,33.9,0.0564,10.0,87.8,7.45,13.6,53.0,0.3,,,,,
2025-02-23 05:00:00+05:30,46.2,0.0683,9.3,88.8,6.55,13.3,53.0,0.3,,,,,
2025-02-23 06:00:00+05:30,51.1,0.0704,9.15,89.3,5.73,13.2,53.0,0.35,,,,,
2025-02-23 07:00:00+05:30,49.2,0.0692,9.88,88.5,5.73,13.3,54.5,0.8,,,,,
2025-02-23 08:00:00+05:30,31.1,0.056,10.6,83.8,6.03,14.2,56.0,0.375,,,,,
2025-02-23 09:00:00+05:30,22.3,0.0464,17.3,70.5,7.9,17.0,63.3,0.675,,,,,
2025-02-23 10:00:00+05:30,12.6,0.0389,32.5,60.3,9.23,19.7,88.3,0.975,,,,,
2025-02-23 11:00:00+05:30,6.93,0.0313,54.0,53.8,10.1,21.5,89.5,1.4,,,,,
2025-02-23 12:00:00+05:30,3.45,0.0208,80.7,49.3,8.75,22.0,70.5,2.83,,,,,
2025-02-23 13:00:00+05:30,2.8,0.0176,87.9,45.5,6.23,22.8,73.5,2.75,,,,,
2025-02-23 14:00:00+05:30,2.0,0.0167,91.1,45.3,6.43,23.0,84.8,2.73,,,,,
2025-02-23 15:00:00+05:30,2.48,0.0171,94.2,46.3,6.05,22.9,90.8,2.35,,,,,
2025-02-23 16:00:00+05:30,2.08,0.0173,96.8,48.0,6.6,22.5,83.0,2.7,,,,,
2025-02-23 17:00:00+05:30,2.3,0.0174,92.2,49.8,6.03,21.5,72.3,3.33,,,,,
2025-02-23 18:00:00+05:30,2.65,0.0198,79.0,52.8,6.25,20.7,62.3,1.98,,,,,
2025-02-23 19:00:00+05:30,3.35,0.0227,58.8,61.3,9.25,18.8,52.8,0.55,,,,,
2025-02-23 20:00:00+05:30,4.15,0.032,38.4,65.3,7.05,18.0,59.3,1.2,,,,,
2025-02-23 21:00:00+05:30,4.4,0.0304,34.3,69.3,10.6,17.1,60.0,0.525,,,,,
2025-02-23 22:00:00+05:30,4.25,0.032,25.0,74.8,9.88,16.1,60.0,0.3,,,,,
2025-02-23 23:00:00+05:30,5.18,0.0336,20.4,79.5,8.9,15.5,60.0,0.3,,,,,
2025-02-24 00:00:00+05:30,5.03,0.0346,17.9,81.3,6.8,15.2,60.0,0.3,,,,,
2025-02-24 01:00:00+05:30,7.05,0.0325,18.8,84.0,6.05,14.8,60.0,0.3,,,,,
2025-02-24 02:00:00+05:30,5.98,0.0323,,84.0,5.78,14.7,60.0,0.375,,,,,
2025-02-24 03:00:00+05:30,158.0,0.156,12.4,85.0,6.0,14.6,60.0,0.375,,,,,
2025-02-24 04:00:00+05:30,133.0,0.14,10.2,87.0,7.75,14.1,60.0,0.3,,,,,
2025-02-24 05:00:00+05:30,78.2,0.0936,9.1,88.8,6.33,13.8,60.0,0.3,,,,,
2025-02-24 06:00:00+05:30,47.2,0.068,9.03,90.3,5.58,13.3,60.0,0.3,,,,,
2025-02-24 07:00:00+05:30,37.2,0.0594,9.55,91.5,5.23,13.2,60.0,0.35,,,,,
2025-02-24 08:00:00+05:30,58.3,0.0787,10.2,89.8,5.58,14.0,60.0,0.3,,,,,
2025-02-24 09:00:00+05:30,39.8,0.069,14.9,71.3,7.43,17.6,60.5,0.5,,,,,
2025-02-24 10:00:00+05:30,14.8,0.0465,42.1,60.0,9.18,19.9,72.3,1.48,,,,,
2025-02-24 11:00:00+05:30,3.6,0.0227,74.6,53.3,10.7,21.8,72.5,1.65,,,,,
2025-02-24 12:00:00+05:30,2.55,0.0203,94.5,50.3,9.53,22.8,74.3,1.9,,,,,
2025-02-24 13:00:00+05:30,2.1,0.0176,97.2,46.5,8.3,23.0,78.0,2.43,,,,,
2025-02-24 14:00:00+05:30,2.8,0.0175,97.5,46.3,7.08,23.1,82.8,2.6,,,,,
2025-02-24 15:00:00+05:30,2.33,0.0173,98.4,46.0,6.88,23.3,84.3,2.53,,,,,
2025-02-24 16:00:00+05:30,2.65,0.0177,96.1,46.8,6.9,22.9,81.3,3.23,,,,,
2025-02-24 17:00:00+05:30,2.63,0.0181,89.7,49.3,6.98,21.8,71.8,3.38,,,,,
2025-02-24 18:00:00+05:30,3.38,0.0201,74.1,54.3,7.7,21.0,66.5,2.1,,,,,
2025-02-24 19:00:00+05:30,2.78,0.0227,61.7,61.5,17.3,19.2,62.0,1.83,,,,,
2025-02-24 20:00:00+05:30,3.55,0.0273,48.6,66.5,14.3,18.2,61.3,1.0,,,,,
2025-02-24 21:00:00+05:30,4.53,0.033,33.5,72.3,18.4,17.3,60.0,0.375,,,,,
2025-02-24 22:00:00+05:30,4.58,0.0328,26.4,76.5,11.0,16.6,60.0,0.35,,,,,
2025-02-24 23:00:00+05:30,17.7,0.0526,13.9,78.5,13.7,16.3,60.0,0.325,,,,,
2025-02-25 00:00:00+05:30,12.1,0.0449,12.2,80.7,10.2,15.9,60.0,0.367,,,,,
2025-02-25 01:00:00+05:30,8.4,0.0365,17.7,80.0,7.9,15.9,57.5,0.9,,,,,
2025-02-25 02:00:00+05:30,5.35,0.032,,82.3,6.65,15.2,53.8,0.375,,,,,
2025-02-25 03:00:00+05:30,48.9,0.0725,11.9,85.3,6.5,14.8,54.5,0.3,,,,,
2025-02-25 04:00:00+05:30,47.5,0.0733,9.75,85.5,6.38,14.6,56.0,0.325,,,,,
2025-02-25 05:00:00+05:30,41.5,0.0677,9.5,86.0,7.43,14.3,56.0,0.325,,,,,
2025-02-25 06:00:00+05:30,26.9,0.0575,10.3,86.3,7.33,14.3,56.5,0.425,,,,,
2025-02-25 07:00:00+05:30,35.3,0.0622,9.78,87.5,5.33,13.9,57.0,0.325,,,,,
2025-02-25 08:00:00+05:30,67.2,0.0893,10.5,86.0,5.58,14.6,57.0,0.4,,,,,
2025-02-25 09:00:00+05:30,23.4,0.05,21.6,72.3,6.13,17.3,118.0,0.825,,,,,
2025-02-25 10:00:00+05:30,9.03,0.0333,44.2,60.8,8.28,20.0,87.0,1.08,,,,,
2025-02-25 11:00:00+05:30,4.23,0.0287,72.0,52.3,10.6,22.3,73.5,1.73,,,,,
2025-02-25 12:00:00+05:30,3.2,0.0215,91.3,48.5,10.9,23.3,79.0,1.8,,,,,
2025-02-25 13:00:00+05:30,2.35,0.0181,104.0,43.8,9.5,23.8,81.3,1.73,,,,,
2025-02-25 14:00:00+05:30,3.45,0.0206,101.0,42.3,7.53,24.3,78.5,1.5,,,,,
2025-02-25 15:00:00+05:30,3.25,0.0198,102.0,40.8,7.23,24.5,83.0,2.08,,,,,
2025-02-25 16:00:00+05:30,1.95,0.0178,101.0,41.0,5.6,23.9,80.5,1.88,,,,,
2025-02-25 17:00:00+05:30,3.25,0.0189,,45.3,5.75,23.0,68.8,1.38,,,,,
2025-02-25 18:00:00+05:30,,0.0119,80.0,49.3,4.5,22.0,57.3,0.925,,,,,
2025-02-25 19:00:00+05:30,,0.0169,47.6,60.0,5.4,19.5,45.0,0.3,,,,,
2025-02-25 20:00:00+05:30,16.6,0.0416,20.1,65.0,5.58,18.4,45.0,0.3,,,,,
2025-02-25 21:00:00+05:30,41.0,0.0712,10.2,68.3,7.53,17.9,45.0,0.3,,,,,
2025-02-25 22:00:00+05:30,197.0,0.196,8.95,70.0,11.0,17.6,45.0,0.3,,,,,
2025-02-25 23:00:00+05:30,277.0,0.27,9.0,70.8,17.4,17.5,45.0,0.3,,,,,
2025-02-26 00:00:00+05:30,126.0,0.142,9.1,69.3,10.2,17.6,44.7,0.333,,,,,
2025-02-26 01:00:00+05:30,97.5,0.115,10.1,68.0,6.05,17.7,44.0,0.45,,,,,
2025-02-26 02:00:00+05:30,93.3,0.115,,68.3,5.58,17.6,45.0,0.3,,,,,
2025-02-26 03:00:00+05:30,62.5,0.0867,10.0,69.0,4.0,17.4,45.0,0.375,,,,,
2025-02-26 04:00:00+05:30,93.6,0.112,9.68,70.5,4.43,17.3,45.0,0.325,,,,,
2025-02-26 05:00:00+05:30,76.6,0.098,10.4,68.0,4.68,17.7,44.3,0.55,,,,,
2025-02-26 06:00:00+05:30,81.5,0.0951,11.1,69.8,5.45,17.7,44.0,0.425,,,,,
2025-02-26 07:00:00+05:30,139.0,0.138,12.0,75.5,6.45,17.3,44.0,0.3,,,,,
2025-02-26 08:00:00+05:30,209.0,0.204,13.4,71.3,9.78,17.7,55.3,0.825,,,,,
2025-02-26 09:00:00+05:30,120.0,0.161,15.5,60.8,12.8,19.4,78.5,1.5,,,,,
2025-02-26 10:00:00+05:30,36.4,0.0991,31.2,53.3,15.2,22.1,83.0,1.73,,,,,
2025-02-26 11:00:00+05:30,9.2,0.0631,57.1,49.0,13.5,24.0,94.0,1.38,,,,,
2025-02-26 12:00:00+05:30,0.7,0.0314,91.6,43.0,10.8,26.1,98.0,1.43,,,,,
2025-02-26 13:00:00+05:30,,0.0181,113.0,42.3,9.6,26.2,81.5,1.63,,,,,
2025-02-26 14:00:00+05:30,,0.012,123.0,40.3,8.35,26.5,85.0,1.55,,,,,
2025-02-26 15:00:00+05:30,,0.0123,137.0,40.0,6.78,26.4,94.3,1.43,,,,,
2025-02-26 16:00:00+05:30,,0.0124,148.0,42.0,6.43,26.0,66.5,1.85,,,,,
2025-02-26 17:00:00+05:30,,0.0127,113.0,47.0,6.15,24.4,69.8,1.75,,,,,
2025-02-26 18:00:00+05:30,,0.0208,88.3,53.8,3.7,22.8,55.8,0.625,,,,,
2025-02-26 19:00:00+05:30,,0.0182,72.3,56.3,3.23,21.5,47.0,0.3,,,,,
2025-02-26 20:00:00+05:30,,0.0278,37.2,57.8,2.53,21.2,47.3,0.35,,,,,
2025-02-26 21:00:00+05:30,1.98,0.043,22.2,55.5,4.25,21.6,69.0,0.85,,,,,
2025-02-26 22:00:00+05:30,4.28,0.04,17.5,60.8,5.05,20.5,83.3,0.45,,,,,
2025-02-26 23:00:00+05:30,5.18,0.04,16.7,62.8,4.28,20.0,79.0,0.3,,,,,
2025-02-27 00:00:00+05:30,57.1,0.089,10.5,64.0,4.67,19.8,79.0,0.3,,,,,
2025-02-27 01:00:00+05:30,66.1,0.0958,10.1,66.0,9.95,19.5,79.0,0.3,,,,,
2025-02-27 02:00:00+05:30,71.8,0.0993,,67.0,9.1,19.3,79.0,0.3,,,,,
2025-02-27 03:00:00+05:30,61.9,0.0923,10.9,66.0,7.7,19.6,79.0,0.333,,,,,
2025-02-27 04:00:00+05:30,56.6,0.0872,11.5,66.5,8.88,19.8,74.0,0.7,,,,,
2025-02-27 05:00:00+05:30,60.2,0.0878,13.6,67.3,9.13,19.8,74.3,1.23,,,,,
2025-02-27 06:00:00+05:30,35.6,0.0651,12.8,71.0,9.3,19.0,102.0,0.575,,,,,
2025-02-27 07:00:00+05:30,18.1,0.0487,11.0,71.0,9.1,19.0,97.3,0.8,,,,,
2025-02-27 08:00:00+05:30,6.53,0.0253,16.7,75.8,8.18,18.4,88.3,2.43,,,,,
2025-02-27 09:00:00+05:30,0.4,0.0149,27.0,72.8,6.83,18.7,106.0,1.08,,,,,
2025-02-27 10:00:00+05:30,,0.0094,37.7,70.8,5.75,18.9,103.0,2.2,,,,,
2025-02-27 11:00:00+05:30,,0.00983,41.6,63.0,5.63,19.6,102.0,3.35,,,,,
2025-02-27 12:00:00+05:30,,0.00885,44.9,58.8,5.93,20.5,94.3,2.38,,,,,
2025-02-27 13:00:00+05:30,,0.0112,45.1,57.0,5.98,21.0,96.8,2.5,,,,,
2025-02-27 14:00:00+05:30,,0.008,47.8,60.0,6.1,20.5,98.0,3.3,,,,,
2025-02-27 15:00:00+05:30,,0.0082,47.5,59.3,5.77,20.6,102.0,2.7,,,,,
2025-02-27 17:00:00+05:30,,0.00803,45.2,58.0,5.57,20.0,88.7,2.1,,,,,
2025-02-27 18:00:00+05:30,,0.0103,43.1,58.8,5.43,19.7,96.5,2.08,,,,,
2025-02-27 19:00:00+05:30,,0.0129,35.2,60.5,6.03,19.5,84.5,1.6,,,,,
2025-02-27 20:00:00+05:30,,0.0168,27.6,61.3,6.55,19.3,58.3,0.85,,,,,
2025-02-27 21:00:00+05:30,4.37,0.0281,17.4,62.5,6.7,19.1,84.5,1.65,,,,,
2025-02-27 22:00:00+05:30,11.4,0.0382,12.5,64.0,6.88,18.9,93.5,2.03,,,,,
2025-02-27 23:00:00+05:30,20.5,0.046,9.15,65.5,6.8,18.9,79.0,0.65,,,,,
2025-02-28 00:00:00+05:30,15.8,0.0404,10.9,65.3,6.63,18.8,153.0,1.1,,,,,
2025-02-28 01:00:00+05:30,15.3,0.0389,10.8,66.0,7.4,18.7,91.0,1.0,,,,,
2025-02-28 02:00:00+05:30,18.5,0.0398,,66.8,7.4,18.5,81.5,1.15,,,,,
2025-02-28 03:00:00+05:30,4.3,0.0202,16.5,63.5,6.7,18.8,89.3,1.2,,,,,
2025-02-28 04:00:00+05:30,2.4,0.0214,18.1,64.0,6.4,18.8,88.0,1.2,,,,,
2025-02-28 05:00:00+05:30,4.73,0.0247,14.4,65.0,6.53,18.6,92.3,2.23,,,,,
2025-02-28 06:00:00+05:30,2.88,0.0199,17.9,65.0,6.58,18.5,79.3,2.0,,,,,
2025-02-28 07:00:00+05:30,5.2,0.0247,13.9,66.3,7.05,18.4,103.0,1.68,,,,,
2025-02-28 08:00:00+05:30,5.23,0.0234,16.8,65.5,7.1,18.6,88.8,2.23,,,,,
2025-02-28 09:00:00+05:30,4.0,0.0219,19.6,67.0,7.28,18.6,81.8,1.55,,,,,
2025-02-28 10:00:00+05:30,8.33,0.0236,13.5,76.3,6.78,18.4,67.5,1.25,,,,,
2025-02-28 11:00:00+05:30,8.4,0.0245,19.0,75.8,6.55,18.7,84.0,2.43,,,,,
2025-02-28 12:00:00+05:30,2.7,0.0214,32.0,66.8,7.4,19.5,95.5,3.38,,,,,
2025-02-28 13:00:00+05:30,1.4,0.0203,39.6,62.0,7.73,20.5,93.0,3.05,,,,,
2025-02-28 14:00:00+05:30,4.78,0.0235,54.3,55.5,8.55,22.3,96.8,3.08,,,,,
2025-02-28 15:00:00+05:30,5.33,0.0246,63.8,53.8,8.35,23.0,106.0,2.83,,,,,
2025-02-28 16:00:00+05:30,5.68,0.0236,67.4,54.3,8.5,22.9,93.0,2.1,,,,,
2025-02-28 17:00:00+05:30,4.6,0.0239,71.7,56.3,8.03,22.5,81.0,2.2,,,,,
2025-02-28 18:00:00+05:30,4.23,0.0274,60.9,62.0,6.9,21.3,96.5,2.38,,,,,
2025-02-28 19:00:00+05:30,4.4,0.0315,35.6,67.5,6.45,20.5,101.0,2.35,,,,,
2025-02-28 20:00:00+05:30,6.68,0.0355,20.5,74.0,6.25,19.8,99.3,2.05,,,,,
2025-02-28 21:00:00+05:30,10.4,0.0373,16.4,79.0,6.63,19.2,85.5,1.75,,,,,
2025-02-28 22:00:00+05:30,7.83,0.0335,15.8,80.0,6.7,18.9,104.0,2.13,,,,,
2025-02-28 23:00:00+05:30,8.65,0.0342,15.2,79.0,6.63,18.7,94.8,1.8,,,,,
2025-03-01 00:00:00+05:30,10.9,0.0337,14.9,79.0,6.37,18.4,91.0,2.13,,,,,
2025-03-01 01:00:00+05:30,15.1,0.0385,11.7,79.0,6.45,18.2,113.0,1.65,,,,,
2025-03-01 02:00:00+05:30,10.6,0.0329,,80.5,5.78,17.8,82.3,0.6,,,,,
2025-03-01 03:00:00+05:30,23.7,0.0416,9.8,84.0,5.9,17.3,91.5,1.23,,,,,
2025-03-01 04:00:00+05:30,13.5,0.0332,11.8,80.8,6.23,17.5,93.8,1.88,,,,,
2025-03-01 05:00:00+05:30,7.63,0.0261,14.0,79.3,6.53,17.4,92.3,1.68,,,,,
2025-03-01 06:00:00+05:30,8.38,0.0248,11.0,85.8,6.5,16.9,79.8,1.5,,,,,
2025-03-01 07:00:00+05:30,12.7,0.0325,11.2,90.0,6.33,16.6,95.3,1.55,,,,,
2025-03-01 08:00:00+05:30,13.7,0.0353,12.6,86.0,6.18,17.1,94.8,1.6,,,,,
2025-03-01 09:00:00+05:30,18.5,0.0425,17.2,76.5,6.3,18.9,96.0,1.25,,,,,
2025-03-01 10:00:00+05:30,14.6,0.0408,22.9,67.3,6.33,20.7,96.3,1.27,,,,,
2025-03-01 11:00:00+05:30,12.4,0.0397,37.8,64.0,7.15,21.2,107.0,2.33,,,,,
2025-03-01 12:00:00+05:30,6.93,0.0306,54.6,60.0,7.73,22.1,104.0,2.1,,,,,
2025-03-01 13:00:00+05:30,6.4,0.0302,67.6,57.3,8.95,23.0,101.0,2.15,,,,,
2025-03-01 14:00:00+05:30,5.08,0.0282,90.0,53.5,12.9,23.4,93.3,2.08,,,,,
2025-03-01 15:00:00+05:30,4.65,0.0263,97.5,53.5,14.1,23.5,99.0,1.13,,,,,
2025-03-01 16:00:00+05:30,4.7,0.0228,87.7,52.3,11.0,24.0,101.0,1.15,,,,,
2025-03-01 17:00:00+05:30,4.6,0.0205,56.0,58.0,9.4,22.7,90.3,1.33,,,,,
