Local Time,CO,NO,NOX,O3,PM10,RELATIVEHUMIDITY,SO2,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,PM25,NO2,NH3
2025-02-19 02:00:00+05:30,0.865,30.6,0.0648,7.7,176.0,88.0,13.5,16.2,323.0,0.5,,,
2025-02-19 03:00:00+05:30,0.93,20.5,0.0567,6.65,134.0,85.8,13.2,16.1,265.0,0.675,,,
2025-02-19 04:00:00+05:30,0.785,26.6,0.0592,7.5,101.0,87.8,13.5,15.5,232.0,0.275,,,
2025-02-19 05:00:00+05:30,0.683,24.2,0.0535,5.43,86.8,91.0,11.0,14.8,124.0,0.4,,,
2025-02-19 06:00:00+05:30,0.628,24.2,0.0507,5.28,76.5,90.8,10.1,14.6,82.3,0.5,,,
2025-02-19 07:00:00+05:30,0.628,31.0,0.0579,4.8,79.8,90.5,10.9,14.5,240.0,0.5,,,
2025-02-19 08:00:00+05:30,0.763,36.9,0.0652,5.05,104.0,91.0,10.8,15.0,284.0,0.375,,,
2025-02-19 09:00:00+05:30,0.838,24.9,0.0557,14.6,138.0,86.3,11.3,16.9,302.0,0.65,,,
2025-02-19 10:00:00+05:30,0.795,11.1,0.0419,50.0,146.0,78.0,12.3,18.9,320.0,0.775,,,
2025-02-19 11:00:00+05:30,0.747,8.6,0.038,81.1,132.0,67.7,16.2,21.4,313.0,0.567,,,
2025-02-19 13:00:00+05:30,0.795,4.13,0.0355,153.0,105.0,42.3,18.6,26.2,252.0,0.6,,,
2025-02-19 14:00:00+05:30,0.805,4.7,0.035,163.0,97.8,40.8,17.0,26.2,257.0,0.55,,,
2025-02-19 15:00:00+05:30,0.858,3.0,0.0347,163.0,85.5,41.8,15.5,25.8,278.0,0.6,,,
2025-02-19 16:00:00+05:30,0.898,4.58,0.0365,147.0,74.5,43.3,13.2,24.8,307.0,0.575,,,
2025-02-19 17:00:00+05:30,0.92,4.6,0.0379,140.0,60.8,43.5,14.7,24.3,291.0,0.5,,,
2025-02-19 18:00:00+05:30,1.02,3.75,0.0371,151.0,60.8,50.8,16.2,23.5,87.5,0.6,,,
2025-02-19 19:00:00+05:30,1.08,4.63,0.0404,125.0,98.5,58.3,17.4,21.8,83.5,0.575,,,
2025-02-19 20:00:00+05:30,1.26,5.2,0.048,88.6,133.0,58.3,15.9,21.0,109.0,0.525,,,
2025-02-19 21:00:00+05:30,1.35,4.5,0.0516,67.9,174.0,61.8,17.4,20.4,228.0,0.8,,,
2025-02-19 22:00:00+05:30,0.995,5.85,0.0418,92.0,203.0,70.3,14.7,20.4,280.0,0.65,,,
2025-02-19 23:00:00+05:30,0.91,5.75,0.0396,82.7,158.0,73.0,13.2,19.8,201.0,0.85,,,
2025-02-20 00:00:00+05:30,0.89,5.3,0.0397,66.6,116.0,77.0,11.9,19.3,204.0,1.03,,,
2025-02-20 01:00:00+05:30,0.45,5.95,0.0398,48.8,96.5,83.0,6.6,18.1,143.0,0.65,,,
2025-02-20 02:00:00+05:30,0.46,6.13,0.0418,43.2,80.3,84.8,8.93,18.3,218.0,0.75,,,
2025-02-20 03:00:00+05:30,0.7,9.3,0.0444,30.1,75.3,89.0,7.1,18.2,246.0,0.525,,,
2025-02-20 04:00:00+05:30,0.543,6.4,0.0387,32.5,55.5,91.0,10.0,17.8,152.0,0.725,,,
2025-02-20 05:00:00+05:30,0.485,6.35,0.039,29.5,50.0,91.0,11.7,17.9,204.0,0.675,,,
2025-02-20 06:00:00+05:30,0.52,5.45,0.0416,19.5,53.3,91.0,13.6,17.5,160.0,0.725,,,
2025-02-20 07:00:00+05:30,0.563,7.9,0.0505,11.3,44.8,91.0,12.3,17.2,181.0,0.55,,,
2025-02-20 08:00:00+05:30,0.753,14.5,0.0553,9.53,46.0,91.0,13.5,17.5,141.0,0.6,,,
2025-02-20 09:00:00+05:30,0.833,16.4,0.058,16.9,53.8,91.3,13.9,18.8,186.0,0.4,,,
2025-02-20 10:00:00+05:30,0.855,14.3,0.0557,31.7,59.8,82.3,14.9,20.4,212.0,0.75,,,
2025-02-20 11:00:00+05:30,0.755,10.5,0.0504,61.9,63.0,68.0,15.9,22.7,209.0,1.28,,,
2025-02-20 12:00:00+05:30,0.57,6.73,0.0377,107.0,74.8,55.3,17.1,24.3,223.0,1.85,,,
2025-02-20 13:00:00+05:30,0.66,5.1,0.034,133.0,96.8,51.5,16.3,25.1,221.0,1.9,,,
2025-02-20 14:00:00+05:30,0.693,4.53,0.0333,143.0,85.0,50.0,14.7,25.2,223.0,1.85,,,
2025-02-20 15:00:00+05:30,0.753,3.7,0.0322,144.0,84.0,53.8,14.2,24.6,218.0,1.68,,,
2025-02-20 16:00:00+05:30,0.808,4.33,0.0334,138.0,72.3,58.5,11.5,24.0,220.0,1.6,,,
2025-02-20 17:00:00+05:30,0.843,4.33,0.0341,137.0,73.0,62.5,11.9,23.3,217.0,1.38,,,
2025-02-20 18:00:00+05:30,0.865,4.53,0.0344,129.0,74.5,66.3,12.8,22.3,217.0,1.03,,,
2025-02-20 19:00:00+05:30,0.868,3.73,0.0364,116.0,79.5,69.5,14.2,21.2,205.0,1.1,,,
2025-02-20 20:00:00+05:30,0.883,4.25,0.0367,100.0,81.5,70.5,15.3,20.8,208.0,1.18,,,
2025-02-20 21:00:00+05:30,0.895,4.95,0.0368,92.2,83.3,72.5,14.2,20.3,206.0,1.15,,,
2025-02-20 22:00:00+05:30,0.888,4.3,0.0384,80.7,85.5,73.0,18.6,20.1,194.0,1.03,,,
2025-02-20 23:00:00+05:30,0.895,4.58,0.0402,75.9,92.8,71.5,17.5,20.1,231.0,0.8,,,
2025-02-21 00:00:00+05:30,0.88,3.9,0.0379,63.1,101.0,76.0,15.2,19.3,111.0,0.533,,,
2025-02-21 01:00:00+05:30,0.765,4.0,0.0424,36.0,105.0,78.0,11.2,18.9,78.0,0.8,,,
2025-02-21 02:00:00+05:30,0.82,4.93,0.0439,22.6,119.0,79.8,11.5,18.2,99.8,0.5,,,
2025-02-21 03:00:00+05:30,0.97,10.4,0.047,18.5,129.0,83.0,10.2,17.4,161.0,0.3,,,
2025-02-21 04:00:00+05:30,0.83,6.98,0.044,18.8,111.0,85.0,11.6,17.0,119.0,0.55,,,
2025-02-21 05:00:00+05:30,0.723,5.73,0.0429,17.5,105.0,85.5,16.4,16.8,138.0,0.6,,,
2025-02-21 06:00:00+05:30,0.74,13.2,0.0503,6.63,106.0,88.8,16.9,16.6,155.0,0.45,,,
2025-02-21 07:00:00+05:30,0.893,17.7,0.0539,5.55,124.0,90.8,17.5,16.1,195.0,0.4,,,
2025-02-21 08:00:00+05:30,0.92,33.6,0.0627,5.45,139.0,91.0,18.1,15.9,209.0,0.325,,,
2025-02-21 09:00:00+05:30,1.18,43.8,0.0784,6.25,126.0,87.3,18.4,17.7,239.0,0.375,,,
2025-02-21 10:00:00+05:30,1.06,23.2,0.067,31.7,157.0,70.5,19.9,20.7,253.0,0.425,,,
2025-02-21 11:00:00+05:30,0.97,10.7,0.0515,85.9,158.0,58.8,17.0,23.1,271.0,0.525,,,
2025-02-21 12:00:00+05:30,0.975,5.9,0.0431,117.0,174.0,56.5,18.0,24.4,259.0,0.85,,,
2025-02-21 13:00:00+05:30,0.973,4.53,0.0362,132.0,171.0,57.5,16.2,24.2,296.0,0.95,,,
2025-02-21 14:00:00+05:30,0.92,3.45,0.0319,151.0,124.0,56.0,16.8,24.3,238.0,0.95,,,
2025-02-21 15:00:00+05:30,0.925,3.7,0.0287,163.0,112.0,56.3,12.7,23.8,249.0,0.95,,,
2025-02-21 16:00:00+05:30,0.985,4.3,0.0292,165.0,106.0,59.5,10.7,23.5,256.0,0.85,,,
2025-02-21 17:00:00+05:30,1.03,3.78,0.0293,162.0,114.0,64.3,13.8,22.7,257.0,0.925,,,
2025-02-21 18:00:00+05:30,1.04,3.6,0.0304,121.0,121.0,72.0,13.2,21.4,258.0,0.65,,,
2025-02-21 19:00:00+05:30,1.05,3.97,0.0321,77.3,108.0,81.3,14.3,19.6,265.0,0.5,,,
2025-02-21 20:00:00+05:30,1.25,4.48,0.0385,44.0,132.0,83.3,17.4,18.8,271.0,0.45,,,
2025-02-21 21:00:00+05:30,1.2,5.5,0.0382,45.6,214.0,84.0,14.0,18.2,262.0,0.4,,,
2025-02-21 22:00:00+05:30,1.09,5.88,0.0375,33.8,177.0,85.8,13.7,17.8,252.0,0.375,,,
2025-02-21 23:00:00+05:30,1.16,5.88,0.0413,20.6,177.0,86.8,12.1,17.5,328.0,0.45,,,
2025-02-22 00:00:00+05:30,1.04,4.55,0.0325,39.7,280.0,91.0,11.6,17.1,283.0,0.5,,,
2025-02-22 01:00:00+05:30,0.69,5.1,0.0315,35.4,110.0,91.0,12.3,16.9,221.0,0.4,,,
2025-02-22 02:00:00+05:30,0.665,6.28,0.0341,20.9,95.0,91.0,10.9,16.5,302.0,0.4,,,
2025-02-22 03:00:00+05:30,0.86,5.8,0.0319,27.3,89.8,90.0,6.8,16.2,282.0,0.425,,,
2025-02-22 04:00:00+05:30,0.728,6.13,0.0315,24.9,88.8,90.0,9.83,16.0,248.0,0.375,,,
2025-02-22 05:00:00+05:30,0.645,5.63,0.0314,18.8,78.5,89.8,11.7,15.5,227.0,0.375,,,
2025-02-22 06:00:00+05:30,0.608,5.65,0.0305,24.3,73.8,93.8,12.2,15.3,233.0,0.525,,,
2025-02-22 07:00:00+05:30,0.608,3.33,0.0286,39.1,66.5,95.0,11.9,16.0,268.0,0.525,,,
2025-02-22 08:00:00+05:30,0.653,3.8,0.0288,45.2,74.3,94.5,12.4,16.2,277.0,0.525,,,
2025-02-22 09:00:00+05:30,0.7,4.63,0.0295,40.1,76.5,90.5,12.3,16.6,301.0,0.55,,,
2025-02-22 10:00:00+05:30,0.705,5.05,0.0307,42.4,80.5,90.5,11.8,17.3,300.0,0.575,,,
2025-02-22 11:00:00+05:30,0.748,4.08,0.0301,66.1,83.0,78.3,14.4,19.7,251.0,0.675,,,
2025-02-22 12:00:00+05:30,0.7,4.6,0.0298,109.0,91.0,64.3,17.0,22.5,225.0,0.8,,,
2025-02-22 13:00:00+05:30,0.693,3.93,0.0284,130.0,75.3,53.5,20.4,24.0,218.0,0.9,,,
2025-02-22 14:00:00+05:30,0.653,3.48,0.028,139.0,62.3,50.3,22.9,24.0,270.0,0.925,,,
2025-02-22 15:00:00+05:30,0.683,3.28,0.0278,148.0,57.3,51.8,23.1,23.4,247.0,1.0,,,
2025-02-22 16:00:00+05:30,0.723,3.2,0.0275,144.0,59.5,54.0,18.3,22.9,238.0,0.775,,,
2025-02-22 17:00:00+05:30,0.718,3.75,0.0303,136.0,64.5,55.5,13.7,22.5,197.0,0.775,,,
2025-02-22 18:00:00+05:30,0.728,3.53,0.031,119.0,65.5,62.5,10.7,21.6,235.0,0.525,,,
2025-02-22 19:00:00+05:30,0.783,4.98,0.0339,70.6,68.3,73.5,7.38,19.9,269.0,0.5,,,
2025-02-22 20:00:00+05:30,0.903,4.33,0.0365,64.4,83.0,81.0,6.78,18.4,239.0,0.3,,,
2025-02-22 21:00:00+05:30,1.04,5.43,0.038,42.7,102.0,83.5,5.5,17.8,189.0,0.4,,,
2025-02-22 22:00:00+05:30,0.968,4.78,0.0379,40.1,132.0,84.8,6.53,17.5,181.0,0.35,,,
2025-02-22 23:00:00+05:30,0.953,6.73,0.0409,20.2,111.0,86.5,10.8,17.2,233.0,0.3,,,
2025-02-23 00:00:00+05:30,0.94,7.2,0.0392,12.6,112.0,90.7,14.4,16.5,226.0,0.3,,,
2025-02-23 01:00:00+05:30,0.635,9.3,0.0409,10.3,110.0,91.0,14.4,15.9,260.0,0.3,,,
2025-02-23 02:00:00+05:30,0.585,10.7,0.0416,6.4,120.0,91.0,16.6,15.5,204.0,0.475,,,
2025-02-23 03:00:00+05:30,0.82,14.2,0.0505,5.15,117.0,90.0,13.7,15.6,180.0,0.8,,,
2025-02-23 04:00:00+05:30,0.675,10.9,0.0442,5.6,107.0,90.5,17.1,15.3,154.0,0.75,,,
2025-02-23 05:00:00+05:30,0.54,9.93,0.0389,6.33,88.5,90.0,14.2,14.6,177.0,0.55,,,
2025-02-23 06:00:00+05:30,0.485,10.8,0.038,4.0,82.3,91.0,12.7,14.1,235.0,0.25,,,
2025-02-23 07:00:00+05:30,0.455,20.0,0.0461,3.8,73.3,95.0,12.6,13.7,236.0,0.3,,,
2025-02-23 08:00:00+05:30,0.67,88.7,0.0988,3.18,66.5,95.0,13.2,13.9,258.0,0.3,,,
2025-02-23 09:00:00+05:30,0.788,36.7,0.0647,9.53,90.8,93.3,13.1,16.0,281.0,0.475,,,
2025-02-23 10:00:00+05:30,0.715,16.0,0.0442,47.6,126.0,83.8,13.8,18.5,309.0,0.725,,,
2025-02-23 11:00:00+05:30,0.648,10.2,0.0371,89.4,128.0,69.5,14.5,21.5,263.0,0.575,,,
2025-02-23 12:00:00+05:30,0.57,5.05,0.0332,134.0,104.0,52.3,14.6,24.6,215.0,0.675,,,
2025-02-23 13:00:00+05:30,0.573,3.6,0.0301,145.0,84.0,47.3,15.0,25.5,251.0,0.75,,,
2025-02-23 14:00:00+05:30,0.588,1.75,0.0278,145.0,65.5,45.3,14.6,25.8,218.0,0.775,,,
2025-02-23 15:00:00+05:30,0.588,2.98,0.0271,146.0,60.0,45.3,15.0,24.5,215.0,0.825,,,
2025-02-23 16:00:00+05:30,0.653,2.9,0.0271,148.0,49.8,48.0,13.2,24.2,255.0,0.725,,,
2025-02-23 17:00:00+05:30,0.68,3.53,0.028,150.0,55.0,51.0,10.4,23.5,233.0,0.675,,,
2025-02-23 18:00:00+05:30,0.683,4.03,0.0303,135.0,56.0,54.8,9.93,22.5,219.0,0.425,,,
2025-02-23 19:00:00+05:30,0.705,2.98,0.033,89.7,63.5,68.5,9.7,20.4,255.0,0.325,,,
2025-02-23 20:00:00+05:30,0.805,4.35,0.0368,75.8,80.3,77.0,9.65,18.6,150.0,0.375,,,
2025-02-23 21:00:00+05:30,0.833,3.7,0.0394,51.6,91.5,80.0,9.58,18.1,151.0,0.425,,,
2025-02-23 22:00:00+05:30,0.943,5.03,0.0406,29.2,99.8,84.8,8.68,17.3,88.5,0.5,,,
2025-02-23 23:00:00+05:30,0.938,4.8,0.0411,21.4,114.0,86.0,11.9,17.1,176.0,0.375,,,
2025-02-24 00:00:00+05:30,0.997,6.57,0.0436,12.3,123.0,89.0,14.0,16.8,154.0,0.433,,,
2025-02-24 01:00:00+05:30,0.68,11.1,0.0421,7.0,144.0,91.0,14.3,15.8,264.0,0.35,,,
2025-02-24 02:00:00+05:30,0.68,8.13,0.0406,8.4,142.0,91.0,16.5,15.4,160.0,0.575,,,
2025-02-24 03:00:00+05:30,0.85,8.4,0.048,9.3,145.0,90.0,14.1,15.5,110.0,0.95,,,
2025-02-24 04:00:00+05:30,0.74,14.2,0.0495,4.2,141.0,90.0,17.4,15.1,189.0,0.625,,,
2025-02-24 05:00:00+05:30,0.66,14.6,0.0509,4.58,133.0,89.8,14.8,15.1,157.0,0.825,,,
2025-02-24 06:00:00+05:30,0.643,17.0,0.0458,4.0,133.0,91.8,13.5,14.2,312.0,0.4,,,
2025-02-24 07:00:00+05:30,0.62,12.3,0.0423,4.27,102.0,95.0,13.6,13.8,205.0,0.267,,,
2025-02-24 08:00:00+05:30,0.59,18.0,0.0452,4.1,97.3,95.0,13.3,14.2,204.0,0.35,,,
2025-02-24 09:00:00+05:30,0.838,24.2,0.0522,10.1,97.3,93.5,14.5,16.0,275.0,0.35,,,
2025-02-24 10:00:00+05:30,0.678,8.1,0.0393,57.3,142.0,85.3,16.0,18.8,283.0,0.4,,,
2025-02-24 11:00:00+05:30,0.843,5.48,0.0361,106.0,139.0,66.5,16.5,22.4,253.0,0.525,,,
2025-02-24 12:00:00+05:30,0.713,4.2,0.0321,149.0,121.0,53.0,20.3,24.8,204.0,0.65,,,
2025-02-24 13:00:00+05:30,0.67,3.6,0.0318,168.0,119.0,47.0,17.3,25.8,198.0,0.7,,,
2025-02-24 14:00:00+05:30,0.685,2.98,0.0302,161.0,89.5,45.8,12.6,26.1,240.0,0.7,,,
2025-02-24 15:00:00+05:30,0.743,2.9,0.0291,163.0,73.5,48.0,13.1,25.2,247.0,0.725,,,
2025-02-24 16:00:00+05:30,0.803,2.75,0.0298,171.0,74.5,50.0,14.4,24.5,296.0,0.725,,,
2025-02-24 17:00:00+05:30,0.87,4.53,0.0318,178.0,76.3,54.0,14.7,24.0,233.0,0.7,,,
2025-02-24 18:00:00+05:30,0.88,3.65,0.0332,157.0,87.3,57.0,15.8,23.0,127.0,0.65,,,
2025-02-24 19:00:00+05:30,0.845,4.55,0.0342,111.0,89.8,65.5,12.6,21.0,213.0,0.425,,,
2025-02-24 20:00:00+05:30,0.858,4.55,0.0411,71.8,92.3,75.5,11.5,19.2,228.0,0.35,,,
2025-02-24 21:00:00+05:30,1.02,5.05,0.0426,38.1,111.0,82.5,10.2,18.0,130.0,0.5,,,
2025-02-24 22:00:00+05:30,1.16,5.85,0.044,22.4,122.0,86.3,11.2,17.4,213.0,0.275,,,
2025-02-24 23:00:00+05:30,1.11,7.05,0.041,23.0,157.0,90.5,9.9,16.9,111.0,0.6,,,
2025-02-25 00:00:00+05:30,1.1,6.27,0.0384,15.1,177.0,91.0,12.0,16.6,187.0,0.367,,,
2025-02-25 01:00:00+05:30,0.72,8.65,0.0418,8.1,153.0,91.0,14.9,15.7,242.0,0.5,,,
2025-02-25 02:00:00+05:30,0.73,7.03,0.0423,6.3,166.0,90.8,15.9,15.6,207.0,0.375,,,
2025-02-25 03:00:00+05:30,0.99,22.7,0.0601,5.1,177.0,90.0,15.0,15.6,268.0,0.45,,,
2025-02-25 04:00:00+05:30,0.855,16.1,0.0515,5.83,129.0,90.0,17.0,15.8,215.0,0.35,,,
2025-02-25 05:00:00+05:30,0.743,17.5,0.049,5.18,120.0,90.0,13.2,15.3,166.0,0.575,,,
2025-02-25 06:00:00+05:30,0.7,17.1,0.0482,4.68,107.0,89.5,11.7,15.0,226.0,0.3,,,
2025-02-25 07:00:00+05:30,0.64,13.2,0.0412,5.57,99.0,91.0,11.3,14.8,221.0,0.433,,,
2025-02-25 08:00:00+05:30,0.74,28.3,0.0484,4.03,88.0,95.0,11.4,14.4,252.0,0.3,,,
2025-02-25 09:00:00+05:30,0.773,16.1,0.0466,19.1,97.0,92.3,11.7,16.7,314.0,0.475,,,
2025-02-25 10:00:00+05:30,0.763,7.85,0.0392,66.8,117.0,83.3,12.8,19.4,304.0,0.5,,,
2025-02-25 11:00:00+05:30,0.68,6.03,0.0336,119.0,128.0,65.3,16.0,22.8,240.0,0.575,,,
2025-02-25 12:00:00+05:30,0.645,4.15,0.0318,158.0,114.0,50.8,16.8,25.7,257.0,0.575,,,
2025-02-25 13:00:00+05:30,0.565,4.1,0.0315,183.0,110.0,43.3,16.8,26.2,174.0,0.75,,,
2025-02-25 14:00:00+05:30,1.04,4.48,0.0355,185.0,100.0,41.3,11.5,26.7,255.0,0.625,,,
2025-02-25 15:00:00+05:30,0.915,4.53,0.0344,182.0,79.0,41.3,11.3,26.2,259.0,0.625,,,
2025-02-25 16:00:00+05:30,0.963,3.53,0.0344,190.0,85.0,43.0,10.4,25.5,265.0,0.6,,,
2025-02-25 17:00:00+05:30,1.02,4.18,0.0357,182.0,79.0,48.3,11.9,24.9,302.0,0.525,,,
2025-02-25 18:00:00+05:30,1.03,4.03,0.0377,160.0,84.0,52.5,13.0,23.8,191.0,0.4,,,
2025-02-25 19:00:00+05:30,1.0,5.08,0.0416,109.0,88.0,60.8,12.2,21.8,101.0,0.55,,,
2025-02-25 20:00:00+05:30,1.13,4.95,0.0456,71.9,90.0,70.5,13.2,20.0,214.0,0.475,,,
2025-02-25 21:00:00+05:30,1.25,6.08,0.0473,46.7,121.0,76.8,13.6,18.8,251.0,0.375,,,
2025-02-25 22:00:00+05:30,1.18,5.35,0.0425,47.8,149.0,79.8,13.6,18.2,217.0,0.3,,,
2025-02-25 23:00:00+05:30,1.21,12.0,0.0576,19.0,129.0,81.3,14.4,18.0,246.0,0.3,,,
2025-02-26 00:00:00+05:30,1.36,20.4,0.0723,6.67,152.0,81.7,15.5,18.2,274.0,0.333,,,
2025-02-26 01:00:00+05:30,0.99,28.1,0.0799,6.4,193.0,84.5,17.9,17.8,253.0,0.35,,,
2025-02-26 02:00:00+05:30,1.05,30.5,0.0789,7.3,215.0,84.5,17.3,18.1,262.0,0.35,,,
2025-02-26 03:00:00+05:30,1.24,37.0,0.0749,7.5,271.0,84.0,16.6,18.2,233.0,0.35,,,
2025-02-26 04:00:00+05:30,1.19,37.4,0.0774,7.8,248.0,85.3,17.8,18.0,177.0,0.425,,,
2025-02-26 05:00:00+05:30,1.16,42.9,0.0801,7.28,226.0,85.3,14.8,18.1,170.0,0.75,,,
2025-02-26 06:00:00+05:30,1.21,33.3,0.077,7.63,224.0,82.5,14.2,18.5,138.0,0.675,,,
2025-02-26 07:00:00+05:30,1.29,43.5,0.085,8.83,213.0,81.5,13.9,18.7,143.0,0.7,,,
2025-02-26 08:00:00+05:30,1.52,60.4,0.0965,9.4,234.0,84.3,13.6,18.6,155.0,0.775,,,
2025-02-26 09:00:00+05:30,1.76,73.8,0.119,8.38,243.0,80.3,13.8,19.9,212.0,0.95,,,
2025-02-26 10:00:00+05:30,1.5,40.9,0.099,34.5,215.0,68.3,17.2,23.0,209.0,0.875,,,
2025-02-26 11:00:00+05:30,1.11,15.2,0.0537,119.0,200.0,56.3,8.83,25.8,231.0,0.8,,,
2025-02-26 12:00:00+05:30,0.983,10.4,0.0466,157.0,180.0,43.0,8.28,28.5,242.0,0.85,,,
2025-02-26 13:00:00+05:30,0.998,7.88,0.0437,177.0,133.0,39.5,11.3,29.3,261.0,0.8,,,
2025-02-26 14:00:00+05:30,1.11,5.55,0.0432,186.0,123.0,38.8,12.1,29.4,235.0,1.0,,,
2025-02-26 15:00:00+05:30,1.22,5.33,0.0469,202.0,124.0,39.5,14.4,28.4,214.0,1.0,,,
2025-02-26 16:00:00+05:30,1.32,5.03,0.0466,214.0,134.0,41.0,10.7,28.0,266.0,0.5,,,
2025-02-26 17:00:00+05:30,1.3,6.53,0.0467,181.0,124.0,47.3,14.4,26.4,158.0,0.5,,,
2025-02-26 18:00:00+05:30,0.443,6.6,0.0485,154.0,111.0,51.0,12.6,25.4,74.0,0.667,,,
2025-02-26 19:00:00+05:30,0.515,8.18,0.0535,127.0,121.0,55.8,15.9,24.3,130.0,0.475,,,
2025-02-26 20:00:00+05:30,0.615,8.75,0.0555,83.5,161.0,66.5,15.1,23.1,109.0,0.4,,,
2025-02-26 21:00:00+05:30,0.813,9.2,0.0599,85.2,179.0,68.8,14.7,22.4,167.0,0.55,,,
2025-02-26 22:00:00+05:30,0.843,7.78,0.0597,85.5,227.0,68.3,14.0,22.3,247.0,0.475,,,
2025-02-26 23:00:00+05:30,0.798,7.38,0.0543,68.6,267.0,73.0,13.2,21.6,170.0,0.75,,,
2025-02-27 00:00:00+05:30,0.807,7.53,0.055,46.1,234.0,77.3,12.4,21.0,211.0,0.333,,,
2025-02-27 01:00:00+05:30,0.985,8.4,0.052,27.6,228.0,79.5,14.0,20.8,222.0,0.35,,,
2025-02-27 02:00:00+05:30,0.955,9.1,0.0514,15.1,217.0,82.3,12.9,20.3,234.0,0.325,,,
2025-02-27 03:00:00+05:30,1.32,34.3,0.0739,11.1,190.0,83.3,13.3,20.2,242.0,0.35,,,
2025-02-27 04:00:00+05:30,1.14,16.7,0.0606,14.5,213.0,83.8,13.0,20.2,200.0,0.475,,,
2025-02-27 05:00:00+05:30,0.868,10.6,0.0517,32.3,211.0,79.5,12.8,20.8,253.0,0.625,,,
2025-02-27 06:00:00+05:30,0.713,8.3,0.0478,49.5,162.0,75.3,13.3,21.1,115.0,1.08,,,
2025-02-27 07:00:00+05:30,0.895,7.2,0.0517,25.0,127.0,77.0,13.8,21.0,180.0,0.725,,,
2025-02-27 08:00:00+05:30,1.27,11.2,0.0617,17.1,189.0,80.3,14.5,20.7,156.0,1.25,,,
2025-02-27 09:00:00+05:30,0.83,6.0,0.0424,58.6,271.0,77.8,14.9,20.9,146.0,1.25,,,
2025-02-27 10:00:00+05:30,0.798,6.03,0.0445,57.4,105.0,75.3,13.8,21.3,129.0,1.25,,,
2025-02-27 11:00:00+05:30,0.703,4.63,0.0392,81.2,118.0,70.8,13.4,21.9,150.0,1.43,,,
2025-02-27 12:00:00+05:30,0.638,5.83,0.0379,81.4,85.0,66.0,13.4,22.5,155.0,1.55,,,
2025-02-27 13:00:00+05:30,0.698,4.58,0.0404,74.6,75.0,62.5,12.1,23.3,187.0,1.05,,,
2025-02-27 14:00:00+05:30,0.738,5.53,0.0406,89.9,73.0,58.3,10.2,23.9,151.0,1.78,,,
2025-02-27 15:00:00+05:30,0.82,5.28,0.0378,97.4,89.0,60.0,13.2,23.5,149.0,1.65,,,
2025-02-27 16:00:00+05:30,0.8,3.65,0.0369,83.4,99.0,63.5,10.4,22.9,171.0,1.05,,,
2025-02-27 17:00:00+05:30,0.783,5.63,0.0399,75.4,69.0,64.5,9.1,22.4,158.0,1.0,,,
2025-02-27 18:00:00+05:30,0.818,5.05,0.0418,60.8,68.0,67.8,10.4,21.9,186.0,0.875,,,
2025-02-27 19:00:00+05:30,0.793,6.48,0.0451,57.5,79.0,67.3,9.48,21.3,175.0,0.875,,,
2025-02-27 20:00:00+05:30,0.825,8.25,0.0461,45.5,75.0,71.0,8.63,20.8,201.0,0.45,,,
2025-02-27 21:00:00+05:30,0.895,7.85,0.0493,34.3,64.0,76.3,9.85,19.9,200.0,0.625,,,
2025-02-27 22:00:00+05:30,0.965,9.98,0.0534,12.9,70.0,79.5,12.5,19.5,224.0,1.05,,,
2025-02-27 23:00:00+05:30,0.895,8.75,0.0502,12.8,91.0,79.0,13.4,19.8,269.0,0.45,,,
2025-02-28 00:00:00+05:30,0.823,8.0,0.0442,20.8,103.0,79.0,14.1,19.8,207.0,0.7,,,
2025-02-28 09:00:00+05:30,0.657,7.17,0.0393,34.5,85.0,77.3,10.6,20.5,177.0,0.633,,,
2025-02-28 10:00:00+05:30,0.673,5.88,0.0391,41.5,88.0,74.0,10.3,21.2,161.0,0.625,,,
2025-02-28 11:00:00+05:30,0.768,8.75,0.0443,32.3,88.0,81.0,12.1,20.9,163.0,1.15,,,
2025-02-28 12:00:00+05:30,0.68,5.38,0.0375,66.9,96.0,73.5,11.9,21.8,193.0,1.35,,,
2025-02-28 13:00:00+05:30,0.715,5.0,0.0372,84.4,91.0,66.3,11.0,23.1,181.0,0.925,,,
2025-02-28 14:00:00+05:30,0.795,4.25,0.0388,106.0,110.0,56.0,11.2,25.3,234.0,1.05,,,
2025-02-28 15:00:00+05:30,0.933,4.93,0.039,114.0,127.0,59.0,11.1,24.7,236.0,1.3,,,
2025-02-28 16:00:00+05:30,1.01,5.68,0.0384,117.0,129.0,62.3,11.0,24.3,242.0,0.925,,,
2025-02-28 17:00:00+05:30,1.08,4.33,0.0394,114.0,123.0,64.8,12.9,24.1,251.0,0.825,,,
2025-02-28 18:00:00+05:30,1.13,6.65,0.0434,86.8,134.0,70.8,12.9,23.2,235.0,0.575,,,
2025-02-28 19:00:00+05:30,1.2,6.18,0.045,61.3,116.0,78.5,10.9,21.8,223.0,0.625,,,
2025-02-28 20:00:00+05:30,1.17,7.18,0.0462,53.0,127.0,81.8,10.9,21.5,202.0,0.675,,,
2025-02-28 21:00:00+05:30,1.14,7.18,0.0445,29.1,124.0,88.3,12.4,20.8,206.0,0.65,,,
2025-02-28 22:00:00+05:30,1.06,7.43,0.0439,30.2,90.0,91.0,11.3,20.2,214.0,0.75,,,
